单词		词频		占比
le		60		10.050251256281408%
de		49		8.207705192629817%
et		34		5.6951423785594635%
l’		21		3.5175879396984926%
à		21		3.5175879396984926%

		19		3.1825795644891124%
,		18		3.015075376884422%
.		16		2.680067001675042%
racisme		10		1.675041876046901%
un		9		1.507537688442211%
d’		9		1.507537688442211%
tout		8		1.340033500837521%
en		7		1.1725293132328307%
Chine		6		1.0050251256281406%
ce		6		1.0050251256281406%
pour		6		1.0050251256281406%
être		5		0.8375209380234505%
pays		5		0.8375209380234505%
avoir		5		0.8375209380234505%
monde		4		0.6700167504187605%
son		4		0.6700167504187605%
par		3		0.5025125628140703%
égalité		3		0.5025125628140703%
programme		3		0.5025125628140703%
droit		3		0.5025125628140703%
Nations		3		0.5025125628140703%
uni		3		0.5025125628140703%
il		3		0.5025125628140703%
social		3		0.5025125628140703%
éliminer		2		0.33500837520938026%
bâtir		2		0.33500837520938026%
réunion		2		0.33500837520938026%
commémoration		2		0.33500837520938026%
20		2		0.33500837520938026%
anniversaire		2		0.33500837520938026%
adoption		2		0.33500837520938026%
déclaration		2		0.33500837520938026%
action		2		0.33500837520938026%
Durban		2		0.33500837520938026%
forme		2		0.33500837520938026%
assurer		2		0.33500837520938026%
DDPA		2		0.33500837520938026%
contre		2		0.33500837520938026%
assemblée		2		0.33500837520938026%
général		2		0.33500837520938026%
pertinent		2		0.33500837520938026%
personne		2		0.33500837520938026%
ascendance		2		0.33500837520938026%
que		2		0.33500837520938026%
acte		2		0.33500837520938026%
au		2		0.33500837520938026%
mettre		2		0.33500837520938026%
fin		2		0.33500837520938026%
responsabilité		2		0.33500837520938026%
rejeter		2		0.33500837520938026%
faire		2		0.33500837520938026%
tolérance		2		0.33500837520938026%
créer		2		0.33500837520938026%
homme		2		0.33500837520938026%
particulier		2		0.33500837520938026%
qu’		2		0.33500837520938026%
falloir		2		0.33500837520938026%
renforcer		2		0.33500837520938026%
culture		2		0.33500837520938026%
développement		2		0.33500837520938026%
éradiquer		2		0.33500837520938026%
avec		2		0.33500837520938026%
mise		2		0.33500837520938026%
œuvre		2		0.33500837520938026%
aucun		2		0.33500837520938026%
effort		2		0.33500837520938026%
DÉFINITIVEMENT		1		0.16750418760469013%
marqué		1		0.16750418760469013%
intervention		1		0.16750418760469013%
haut		1		0.16750418760469013%
niveau		1		0.16750418760469013%
consacrer		1		0.16750418760469013%
m.		1		0.16750418760469013%
Wang		1		0.16750418760469013%
Yi		1		0.16750418760469013%
conseiller		1		0.16750418760469013%
état		1		0.16750418760469013%
ministre		1		0.16750418760469013%
affaire		1		0.16750418760469013%
étranger		1		0.16750418760469013%
république		1		0.16750418760469013%
populaire		1		0.16750418760469013%
22		1		0.16750418760469013%
septembre		1		0.16750418760469013%
2021		1		0.16750418760469013%
Monsieur		1		0.16750418760469013%
président		1		0.16750418760469013%
sous		1		0.16750418760469013%
jouissance		1		0.16750418760469013%
égal		1		0.16750418760469013%
dignité		1		0.16750418760469013%
tel		1		0.16750418760469013%
esprit		1		0.16750418760469013%
charte		1		0.16750418760469013%
illustration		1		0.16750418760469013%
équité		1		0.16750418760469013%
justice		1		0.16750418760469013%
international		1		0.16750418760469013%
(		1		0.16750418760469013%
)		1		0.16750418760469013%
porter		1		0.16750418760469013%
étendard		1		0.16750418760469013%
lutte		1		0.16750418760469013%
dans		1		0.16750418760469013%
incarner		1		0.16750418760469013%
engagement		1		0.16750418760469013%
commun		1		0.16750418760469013%
occasion		1		0.16750418760469013%
document		1		0.16750418760469013%
orientation		1		0.16750418760469013%
lancer		1		0.16750418760469013%
initiative		1		0.16750418760469013%
important		1		0.16750418760469013%
organiser		1		0.16750418760469013%
salue		1		0.16750418760469013%
chaleureusement		1		0.16750418760469013%
y		1		0.16750418760469013%
apporte		1		0.16750418760469013%
soutien		1		0.16750418760469013%
ferme		1		0.16750418760469013%
traite		1		0.16750418760469013%
esclave		1		0.16750418760469013%
colonialisme		1		0.16750418760469013%
constituer		1		0.16750418760469013%
principal		1		0.16750418760469013%
source		1		0.16750418760469013%
africain		1		0.16750418760469013%
même		1		0.16750418760469013%
asiatique		1		0.16750418760469013%
peuple		1		0.16750418760469013%
autochtone		1		0.16750418760469013%
victimer		1		0.16750418760469013%
continuer		1		0.16750418760469013%
subir		1		0.16750418760469013%
conséquence		1		0.16750418760469013%
concerner		1		0.16750418760469013%
devoir		1		0.16750418760469013%
moins		1		0.16750418760469013%
courage		1		0.16750418760469013%
regarder		1		0.16750418760469013%
face		1		0.16750418760469013%
