单词		词频		占比
联合国		18		3.1141868512110724%
多边主义		16		2.768166089965398%
发展		13		2.249134948096886%
中国		11		1.9031141868512111%
国际		10		1.7301038062283738%
和平		10		1.7301038062283738%
全球		10		1.7301038062283738%
维护		7		1.2110726643598615%
推动		7		1.2110726643598615%
践行		5		0.8650519031141869%
各国		5		0.8650519031141869%
安理会		4		0.6920415224913495%
核心		4		0.6920415224913495%
高		4		0.6920415224913495%
周年		4		0.6920415224913495%
政治		4		0.6920415224913495%
合作		4		0.6920415224913495%
越		4		0.6920415224913495%
国家		4		0.6920415224913495%
解决		4		0.6920415224913495%
世界		4		0.6920415224913495%
可持续		4		0.6920415224913495%
公共		4		0.6920415224913495%
目标		4		0.6920415224913495%
新		4		0.6920415224913495%
50年		4		0.6920415224913495%
体系		3		0.5190311418685121%
级别		3		0.5190311418685121%
会议		3		0.5190311418685121%
同事		3		0.5190311418685121%
成立		3		0.5190311418685121%
中		3		0.5190311418685121%
关系		3		0.5190311418685121%
作用		3		0.5190311418685121%
疫情		3		0.5190311418685121%
走		3		0.5190311418685121%
基础		3		0.5190311418685121%
公平		3		0.5190311418685121%
治理		3		0.5190311418685121%
聚焦		3		0.5190311418685121%
本国		3		0.5190311418685121%
产品		3		0.5190311418685121%
历史		3		0.5190311418685121%
非		3		0.5190311418685121%
发展中国家		3		0.5190311418685121%
团结		2		0.34602076124567477%
中华		2		0.34602076124567477%
共和国		2		0.34602076124567477%
主席		2		0.34602076124567477%
去年		2		0.34602076124567477%
习近平		2		0.34602076124567477%
出席		2		0.34602076124567477%
系列		2		0.34602076124567477%
道路		2		0.34602076124567477%
旗帜		2		0.34602076124567477%
地位		2		0.34602076124567477%
共赢		2		0.34602076124567477%
全人类		2		0.34602076124567477%
尊重		2		0.34602076124567477%
对话		2		0.34602076124567477%
致力于		2		0.34602076124567477%
一道		2		0.34602076124567477%
正义		2		0.34602076124567477%
协定		2		0.34602076124567477%
远		2		0.34602076124567477%
利益		2		0.34602076124567477%
持续		2		0.34602076124567477%
发挥		2		0.34602076124567477%
提供		2		0.34602076124567477%
热点		2		0.34602076124567477%
强制		2		0.34602076124567477%
举措		2		0.34602076124567477%
重视		2		0.34602076124567477%
2030年		2		0.34602076124567477%
传统		2		0.34602076124567477%
人类		2		0.34602076124567477%
气候		2		0.34602076124567477%
变化		2		0.34602076124567477%
提高		2		0.34602076124567477%
工作		2		0.34602076124567477%
参与		2		0.34602076124567477%
支持		2		0.34602076124567477%
事业		2		0.34602076124567477%
维和		2		0.34602076124567477%
落实		2		0.34602076124567477%
发言		1		0.17301038062283738%
国务		1		0.17301038062283738%
委员		1		0.17301038062283738%
兼		1		0.17301038062283738%
外长		1		0.17301038062283738%
王毅		1		0.17301038062283738%
2021年		1		0.17301038062283738%
5月		1		0.17301038062283738%
7日		1		0.17301038062283738%
北京		1		0.17301038062283738%
联大		1		0.17301038062283738%
9月		1		0.17301038062283738%
国家主席		1		0.17301038062283738%
深刻		1		0.17301038062283738%
阐释		1		0.17301038062283738%
内涵		1		0.17301038062283738%
指出		1		0.17301038062283738%
领导人		1		0.17301038062283738%
宣言		1		0.17301038062283738%
重申		1		0.17301038062283738%
选择		1		0.17301038062283738%
宪章		1		0.17301038062283738%
宗旨		1		0.17301038062283738%
原则		1		0.17301038062283738%
基石		1		0.17301038062283738%
准则		1		0.17301038062283738%
权威		1		0.17301038062283738%
事务		1		0.17301038062283738%
这是		1		0.17301038062283738%
当代		1		0.17301038062283738%
应有		1		0.17301038062283738%
义		1		0.17301038062283738%
单边主义		1		0.17301038062283738%
相容		1		0.17301038062283738%
面对		1		0.17301038062283738%
世纪		1		0.17301038062283738%
百年		1		0.17301038062283738%
变局		1		0.17301038062283738%
坚定		1		0.17301038062283738%
携手		1		0.17301038062283738%
互利		1		0.17301038062283738%
路		1		0.17301038062283738%
中方		1		0.17301038062283738%
博弈		1		0.17301038062283738%
全球性		1		0.17301038062283738%
群策群力		1		0.17301038062283738%
挑战		1		0.17301038062283738%
棘手		1		0.17301038062283738%
勠力		1		0.17301038062283738%
同心		1		0.17301038062283738%
平等		1		0.17301038062283738%
相互		1		0.17301038062283738%
应盼		1		0.17301038062283738%
输		1		0.17301038062283738%
他国		1		0.17301038062283738%
赢		1		0.17301038062283738%
繁荣		1		0.17301038062283738%
霸凌		1		0.17301038062283738%
霸道		1		0.17301038062283738%
民主化		1		0.17301038062283738%
共担		1		0.17301038062283738%
责任		1		0.17301038062283738%
共促		1		0.17301038062283738%
关键		1		0.17301038062283738%
法治化		1		0.17301038062283738%
恪守		1		0.17301038062283738%
公认		1		0.17301038062283738%
法则		1		0.17301038062283738%
信守		1		0.17301038062283738%
商定		1		0.17301038062283738%
规则		1		0.17301038062283738%
国际法		1		0.17301038062283738%
制定		1		0.17301038062283738%
专利		1		0.17301038062283738%
特权		1		0.17301038062283738%
遵守		1		0.17301038062283738%
搞		1		0.17301038062283738%
例外主义		1		0.17301038062283738%
双重		1		0.17301038062283738%
标准		1		0.17301038062283738%
坐而论道		1		0.17301038062283738%
行之		1		0.17301038062283738%
不住		1		0.17301038062283738%
短视		1		0.17301038062283738%
计天下之利		1		0.17301038062283738%
寓于		1		0.17301038062283738%
之中		1		0.17301038062283738%
兼顾		1		0.17301038062283738%
长远		1		0.17301038062283738%
需		1		0.17301038062283738%
损及		1		0.17301038062283738%
大国		1		0.17301038062283738%
尤要		1		0.17301038062283738%
表率		1		0.17301038062283738%
带头		1		0.17301038062283738%
多样		1		0.17301038062283738%
唯我独尊		1		0.17301038062283738%
独一无二		1		0.17301038062283738%
文化		1		0.17301038062283738%
符合		1		0.17301038062283738%
国情		1		0.17301038062283738%
多样性		1		0.17301038062283738%
民主		1		0.17301038062283738%
自由		1		0.17301038062283738%
价值		1		0.17301038062283738%
追求		1		0.17301038062283738%
