单词		词频		占比
et		102		4.939467312348668%
la		93		4.50363196125908%
,		93		4.50363196125908%
de		86		4.164648910411622%
.		67		3.2445520581113803%

		66		3.1961259079903144%
le		56		2.711864406779661%
l’		49		2.3728813559322033%
les		47		2.2760290556900724%
à		45		2.1791767554479415%
développement		41		1.9854721549636805%
un		35		1.694915254237288%
des		32		1.549636803874092%
pour		25		1.2106537530266344%
du		22		1.0653753026634383%
dans		21		1.0169491525423728%
une		20		0.9685230024213075%
en		19		0.9200968523002421%
nous		19		0.9200968523002421%
d’		19		0.9200968523002421%
monde		17		0.8232445520581114%
devons		17		0.8232445520581114%
au		16		0.774818401937046%
plus		15		0.7263922518159807%
pays		14		0.6779661016949152%
est		12		0.5811138014527845%
il		11		0.5326876513317191%
par		11		0.5326876513317191%
chine		10		0.48426150121065376%
elle		9		0.4358353510895884%
nations		8		0.387409200968523%
a		8		0.387409200968523%
faut		8		0.387409200968523%
—		7		0.3389830508474576%
unies		7		0.3389830508474576%
peuple		7		0.3389830508474576%
coopération		7		0.3389830508474576%
covid-19		7		0.3389830508474576%
que		7		0.3389830508474576%
aux		6		0.29055690072639223%
avenir		6		0.29055690072639223%
paix		6		0.29055690072639223%
gagnant		6		0.29055690072639223%
homme		6		0.29055690072639223%
faire		6		0.29055690072639223%
international		6		0.29055690072639223%
mondial		6		0.29055690072639223%
sur		6		0.29055690072639223%
ensemble		5		0.24213075060532688%
contre		5		0.24213075060532688%
renforcer		5		0.24213075060532688%
tous		5		0.24213075060532688%
humanité		5		0.24213075060532688%
assurer		5		0.24213075060532688%
autres		5		0.24213075060532688%
promouvoir		5		0.24213075060532688%
réaliser		5		0.24213075060532688%
internationales		5		0.24213075060532688%
président		4		0.1937046004842615%
année		4		0.1937046004842615%
son		4		0.1937046004842615%
notre		4		0.1937046004842615%
onu		4		0.1937046004842615%
s’		4		0.1937046004842615%
multilatéralisme		4		0.1937046004842615%
jamais		4		0.1937046004842615%
-		4		0.1937046004842615%
respect		4		0.1937046004842615%
vaccins		4		0.1937046004842615%
sont		4		0.1937046004842615%
mondiale		4		0.1937046004842615%
cette		4		0.1937046004842615%
entre		4		0.1937046004842615%
accélérer		4		0.1937046004842615%
sécurité		4		0.1937046004842615%
main		4		0.1937046004842615%
construire		4		0.1937046004842615%
ne		4		0.1937046004842615%
relations		4		0.1937046004842615%
n’		4		0.1937046004842615%
droit		4		0.1937046004842615%
qu’		4		0.1937046004842615%
confiance		3		0.14527845036319612%
bâtir		3		0.14527845036319612%
monsieur		3		0.14527845036319612%
tout		3		0.14527845036319612%
fait		3		0.14527845036319612%
travailler		3		0.14527845036319612%
porter		3		0.14527845036319612%
avec		3		0.14527845036319612%
niveau		3		0.14527845036319612%
toujours		3		0.14527845036319612%
y		3		0.14527845036319612%
différents		3		0.14527845036319612%
défis		3		0.14527845036319612%
depuis		3		0.14527845036319612%
équité		3		0.14527845036319612%
justice		3		0.14527845036319612%
humaine		3		0.14527845036319612%
doit		3		0.14527845036319612%
grand		3		0.14527845036319612%
histoire		3		0.14527845036319612%
lutte		3		0.14527845036319612%
c’		3		0.14527845036319612%
scientifique		3		0.14527845036319612%
fois		3		0.14527845036319612%
économique		3		0.14527845036319612%
œuvrer		3		0.14527845036319612%
2030		3		0.14527845036319612%
améliorer		3		0.14527845036319612%
partagé		3		0.14527845036319612%
trois		3		0.14527845036319612%
mutuel		3		0.14527845036319612%
démocratie		3		0.14527845036319612%
se		3		0.14527845036319612%
ordre		3		0.14527845036319612%
affronter		2		0.09685230024213075%
meilleur		2		0.09685230024213075%
2021		2		0.09685230024213075%
république		2		0.09685230024213075%
populaire		2		0.09685230024213075%
chinois		2		0.09685230024213075%
marque		2		0.09685230024213075%
historique		2		0.09685230024213075%
qui		2		0.09685230024213075%
activement		2		0.09685230024213075%
apporter		2		0.09685230024213075%
grande		2		0.09685230024213075%
an		2		0.09685230024213075%
haut		2		0.09685230024213075%
lutter		2		0.09685230024213075%
solidarité		2		0.09685230024213075%
rôle		2		0.09685230024213075%
commun		2		0.09685230024213075%
face		2		0.09685230024213075%
peuples		2		0.09685230024213075%
fort		2		0.09685230024213075%
nouvelles		2		0.09685230024213075%
politique		2		0.09685230024213075%
questions		2		0.09685230024213075%
crucial		2		0.09685230024213075%
progrès		2		0.09685230024213075%
placer		2		0.09685230024213075%
vie		2		0.09685230024213075%
protéger		2		0.09685230024213075%
adopter		2		0.09685230024213075%
scientifiques		2		0.09685230024213075%
bien		2		0.09685230024213075%
sanitaire		2		0.09685230024213075%
social		2		0.09685230024213075%
coordonnée		2		0.09685230024213075%
possible		2		0.09685230024213075%
virus		2		0.09685230024213075%
équitable		2		0.09685230024213075%
efforcera		2		0.09685230024213075%
milliards		2		0.09685230024213075%
doses		2		0.09685230024213075%
don		2		0.09685230024213075%
100		2		0.09685230024213075%
millions		2		0.09685230024213075%
dollars		2		0.09685230024213075%
américains		2		0.09685230024213075%
fera		2		0.09685230024213075%
supplémentaires		2		0.09685230024213075%
continuera		2		0.09685230024213075%
travail		2		0.09685230024213075%
économie		2		0.09685230024213075%
vert		2		0.09685230024213075%
bonheur		2		0.09685230024213075%
orienter		2		0.09685230024213075%
vers		2		0.09685230024213075%
nouvelle		2		0.09685230024213075%
croissance		2		0.09685230024213075%
équilibrée		2		0.09685230024213075%
je		2		0.09685230024213075%
accorder		2		0.09685230024213075%
priorité		2		0.09685230024213075%
politiques		2		0.09685230024213075%
égalité		2		0.09685230024213075%
mise		2		0.09685230024213075%
œuvre		2		0.09685230024213075%
programme		2		0.09685230024213075%
durable		2		0.09685230024213075%
horizon		2		0.09685230024213075%
droits		2		0.09685230024213075%
manière		2		0.09685230024213075%
veiller		2		0.09685230024213075%
opportunités		2		0.09685230024213075%
forces		2		0.09685230024213075%
nouveaux		2		0.09685230024213075%
nature		2		0.09685230024213075%
gouvernance		2		0.09685230024213075%
changement		2		0.09685230024213075%
climatique		2		0.09685230024213075%
reprise		2		0.09685230024213075%
avant		2		0.09685230024213075%
carbone		2		0.09685230024213075%
actions		2		0.09685230024213075%
communauté		2		0.09685230024213075%
où		2		0.09685230024213075%
différentes		2		0.09685230024213075%
pas		2		0.09685230024213075%
rejeter		2		0.09685230024213075%
dialogue		2		0.09685230024213075%
entente		2		0.09685230024213075%
véritable		2		0.09685230024213075%
seul		2		0.09685230024213075%
celui		2		0.09685230024213075%
règles		2		0.09685230024213075%
raffermir		1		0.048426150121065374%
épreuves		1		0.048426150121065374%
discours		1		0.048426150121065374%
débat		1		0.048426150121065374%
général		1		0.048426150121065374%
76e		1		0.048426150121065374%
session		1		0.048426150121065374%
assemblée		1		0.048426150121065374%
générale		1		0.048426150121065374%
21		1		0.048426150121065374%
septembre		1		0.048426150121065374%
m.		1		0.048426150121065374%
xi		1		0.048426150121065374%
jinping		1		0.048426150121065374%
exceptionnelle		1		0.048426150121065374%
centenaire		1		0.048426150121065374%
fondation		1		0.048426150121065374%
parti		1		0.048426150121065374%
communiste		1		0.048426150121065374%
également		1		0.048426150121065374%
cinquantenaire		1		0.048426150121065374%
rétablissement		1		0.048426150121065374%
siège		1		0.048426150121065374%
légitime		1		0.048426150121065374%
événement		1		0.048426150121065374%
sera		1		0.048426150121065374%
solennellement		1		0.048426150121065374%
commémoré		1		0.048426150121065374%
continuerons		1		0.048426150121065374%
élevé		1		0.048426150121065374%
contribution		1		0.048426150121065374%
noble		1		0.048426150121065374%
cause		1		0.048426150121065374%
lors		1		0.048426150121065374%
réunions		1		0.048426150121065374%
consacrées		1		0.048426150121065374%
75e		1		0.048426150121065374%
anniversaire		1		0.048426150121065374%
dirigeants		1		0.048426150121065374%
ont		1		0.048426150121065374%
publié		1		0.048426150121065374%
déclaration		1		0.048426150121065374%
engageant		1		0.048426150121065374%
relever		1		0.048426150121065374%
défendre		1		0.048426150121065374%
générations		1		0.048426150121065374%
actuelles		1		0.048426150121065374%
futures		1		0.048426150121065374%
changements		1		0.048426150121065374%
pandémie		1		0.048426150121065374%
connus		1		0.048426150121065374%
siècle		1		0.048426150121065374%
aspirent		1		0.048426150121065374%
appel		1		0.048426150121065374%
détermination		1		0.048426150121065374%
