单词		词频		占比
la		185		5.869289340101523%
de		165		5.2347715736040605%
et		131		4.156091370558376%
,		99		3.140862944162436%
les		96		3.0456852791878175%
.		68		2.1573604060913705%

		66		2.0939086294416245%
le		65		2.062182741116751%
a		63		1.9987309644670053%
l’		61		1.9352791878172588%
à		60		1.903553299492386%
des		55		1.7449238578680204%
dans		39		1.237309644670051%
il		39		1.237309644670051%
d’		37		1.1738578680203047%
que		33		1.0469543147208122%
chine		30		0.951776649746193%
coopération		30		0.951776649746193%
président		28		0.8883248730964468%
en		28		0.8883248730964468%
sur		28		0.8883248730964468%
pays		27		0.8565989847715736%
deux		27		0.8565989847715736%
pour		25		0.7931472081218274%
du		24		0.7614213197969544%
russie		24		0.7614213197969544%
une		24		0.7614213197969544%
avec		23		0.7296954314720813%
un		20		0.6345177664974619%
xi		17		0.5393401015228426%
jinping		17		0.5393401015228426%
relations		17		0.5393401015228426%
est		16		0.5076142131979695%
développement		15		0.4758883248730965%
-t		14		0.4441624365482234%
-il		14		0.4441624365482234%
s’		13		0.4124365482233503%
dit		13		0.4124365482233503%
«		12		0.3807106598984772%
»		12		0.3807106598984772%
poutine		11		0.3489847715736041%
entre		11		0.3489847715736041%
indiqué		11		0.3489847715736041%
tous		11		0.3489847715736041%
affirmé		11		0.3489847715736041%
renforcer		11		0.3489847715736041%
coordination		10		0.31725888324873097%
internationales		10		0.31725888324873097%
année		9		0.28553299492385786%
au		9		0.28553299492385786%
souligné		9		0.28553299492385786%
parties		9		0.28553299492385786%
ont		8		0.25380710659898476%
questions		8		0.25380710659898476%
aux		8		0.25380710659898476%
échanges		8		0.25380710659898476%
son		8		0.25380710659898476%
sécurité		8		0.25380710659898476%
brics		8		0.25380710659898476%
sino-russes		7		0.2220812182741117%
intérêts		7		0.2220812182741117%
jeux		7		0.2220812182741117%
olympiques		7		0.2220812182741117%
leur		6		0.1903553299492386%
qu’		6		0.1903553299492386%
grands		6		0.1903553299492386%
stratégique		6		0.1903553299492386%
covid-19		6		0.1903553299492386%
démocratie		6		0.1903553299492386%
-		6		0.1903553299492386%
affaires		6		0.1903553299492386%
beijing		5		0.15862944162436549%
depuis		5		0.15862944162436549%
fermement		5		0.15862944162436549%
exprimé		5		0.15862944162436549%
faire		5		0.15862944162436549%
promouvoir		5		0.15862944162436549%
monde		5		0.15862944162436549%
était		5		0.15862944162436549%
nouvelle		5		0.15862944162436549%
sous		5		0.15862944162436549%
se		5		0.15862944162436549%
ce		5		0.15862944162436549%
opportunités		5		0.15862944162436549%
leurs		5		0.15862944162436549%
communauté		5		0.15862944162436549%
hiver		5		0.15862944162436549%
par		5		0.15862944162436549%
étaient		5		0.15862944162436549%
mondiale		5		0.15862944162436549%
volonté		5		0.15862944162436549%
poursuivre		5		0.15862944162436549%
niveau		5		0.15862944162436549%
plus		5		0.15862944162436549%
autres		5		0.15862944162436549%
soutenu		4		0.12690355329949238%
efforts		4		0.12690355329949238%
défendre		4		0.12690355329949238%
ses		4		0.12690355329949238%
cette		4		0.12690355329949238%
domaines		4		0.12690355329949238%
épidémie		4		0.12690355329949238%
communication		4		0.12690355329949238%
ensemble		4		0.12690355329949238%
traité		4		0.12690355329949238%
nouvelles		4		0.12690355329949238%
importance		4		0.12690355329949238%
initiative		4		0.12690355329949238%
économique		4		0.12690355329949238%
activement		4		0.12690355329949238%
internationale		4		0.12690355329949238%
droits		4		0.12690355329949238%
multilatéralisme		4		0.12690355329949238%
équité		4		0.12690355329949238%
justice		4		0.12690355329949238%
chinois		4		0.12690355329949238%
invité		4		0.12690355329949238%
ouverture		4		0.12690355329949238%
mondial		4		0.12690355329949238%
visite		4		0.12690355329949238%
organisation		4		0.12690355329949238%
mutuelle		4		0.12690355329949238%
face		4		0.12690355329949238%
ans		4		0.12690355329949238%
souhait		4		0.12690355329949238%
gouvernance		4		0.12690355329949238%
avaient		4		0.12690355329949238%
préserver		4		0.12690355329949238%
haut		4		0.12690355329949238%
intérieures		4		0.12690355329949238%
contre		4		0.12690355329949238%
nations		4		0.12690355329949238%
unies		4		0.12690355329949238%
membres		4		0.12690355329949238%
approfondir		4		0.12690355329949238%
entretenu		3		0.0951776649746193%
visioconférence		3		0.0951776649746193%
russe		3		0.0951776649746193%
2021		3		0.0951776649746193%
avoir		3		0.0951776649746193%
entretien		3		0.0951776649746193%
aussi		3		0.0951776649746193%
siècle		3		0.0951776649746193%
visant		3		0.0951776649746193%
tentatives		3		0.0951776649746193%
travailler		3		0.0951776649746193%
nouveaux		3		0.0951776649746193%
rappelé		3		0.0951776649746193%
avait		3		0.0951776649746193%
poursuivi		3		0.0951776649746193%
amitié		3		0.0951776649746193%
soutien		3		0.0951776649746193%
ferme		3		0.0951776649746193%
pragmatique		3		0.0951776649746193%
première		3		0.0951776649746193%
nouveau		3		0.0951776649746193%
;		3		0.0951776649746193%
technologique		3		0.0951776649746193%
succès		3		0.0951776649746193%
œuvre		3		0.0951776649746193%
union		3		0.0951776649746193%
véritable		3		0.0951776649746193%
préservation		3		0.0951776649746193%
pcc		3		0.0951776649746193%
croisées		3		0.0951776649746193%
années		3		0.0951776649746193%
sport		3		0.0951776649746193%
