单词		词频		占比
de		365		4.867315642085612%
.		288		3.84051206827577%
la		271		3.613815175356714%
,		255		3.400453393785838%
et		252		3.3604480597412985%

		197		2.627016935591412%
l’		192		2.5603413788505134%
les		180		2.400320042672356%
des		151		2.0136018135751432%
le		133		1.7735698093079078%
d’		112		1.4935324709961328%
à		110		1.4668622482997733%
nous		108		1.440192025603414%
du		94		1.2535004667288971%
pour		82		1.09347913055074%
dans		77		1.0268035738098413%
est		72		0.9601280170689425%
en		65		0.8667822376316843%
que		64		0.8534471262835045%
une		58		0.7734364581944259%
un		57		0.7601013468462462%
sur		51		0.6800906787571676%
a		43		0.5734097879717296%
développement		43		0.5734097879717296%
marché		40		0.5334044539271903%
plus		39		0.5200693425790106%
chine		38		0.5067342312308307%
aux		33		0.44005867448993197%
année		33		0.44005867448993197%
il		31		0.4133884517935725%
au		29		0.38671822909721293%
qui		29		0.38671822909721293%
pays		28		0.3733831177490332%
sont		26		0.3467128950526737%
:		23		0.3067075610081344%
gouvernement		23		0.3067075610081344%
avec		23		0.3067075610081344%
c’		22		0.2933724496599547%
base		22		0.2933724496599547%
avons		22		0.2933724496599547%
acteurs		22		0.2933724496599547%
ce		21		0.2800373383117749%
ont		20		0.26670222696359513%
pas		20		0.26670222696359513%
?		19		0.25336711561541536%
par		19		0.25336711561541536%
mais		19		0.25336711561541536%
ces		19		0.25336711561541536%
cette		19		0.25336711561541536%
premier		18		0.24003200426723562%
chinois		18		0.24003200426723562%
n’		18		0.24003200426723562%
leurs		18		0.24003200426723562%
deux		18		0.24003200426723562%
y		17		0.22669689291905584%
leur		17		0.22669689291905584%
ministre		16		0.21336178157087612%
dernière		16		0.21336178157087612%
ne		16		0.21336178157087612%
emploi		15		0.20002667022269638%
mesures		15		0.20002667022269638%
qu’		15		0.20002667022269638%
kong		15		0.20002667022269638%
li		14		0.1866915588745166%
keqiang		14		0.1866915588745166%
se		14		0.1866915588745166%
objectif		14		0.1866915588745166%
millions		14		0.1866915588745166%
devons		14		0.1866915588745166%
-		14		0.1866915588745166%
s’		14		0.1866915588745166%
politiques		14		0.1866915588745166%
hong		14		0.1866915588745166%
frais		13		0.17335644752633686%
croissance		13		0.17335644752633686%
économique		13		0.17335644752633686%
aussi		13		0.17335644752633686%
économie		13		0.17335644752633686%
faire		13		0.17335644752633686%
monde		13		0.17335644752633686%
notre		13		0.17335644752633686%
beaucoup		12		0.1600213361781571%
«		12		0.1600213361781571%
»		12		0.1600213361781571%
relations		12		0.1600213361781571%
peuple		11		0.14668622482997734%
tous		11		0.14668622482997734%
ils		11		0.14668622482997734%
grande		11		0.14668622482997734%
%		11		0.14668622482997734%
personnes		11		0.14668622482997734%
population		10		0.13335111348179757%
emplois		10		0.13335111348179757%
politique		10		0.13335111348179757%
bien-être		10		0.13335111348179757%
encore		10		0.13335111348179757%
cela		10		0.13335111348179757%
services		10		0.13335111348179757%
partie		10		0.13335111348179757%
doit		10		0.13335111348179757%
presse		9		0.12001600213361781%
ouverture		9		0.12001600213361781%
car		9		0.12001600213361781%
nouveaux		9		0.12001600213361781%
création		9		0.12001600213361781%
toujours		9		0.12001600213361781%
comme		9		0.12001600213361781%
davantage		9		0.12001600213361781%
origine		9		0.12001600213361781%
nos		9		0.12001600213361781%
assurer		9		0.12001600213361781%
principe		9		0.12001600213361781%
innovation		9		0.12001600213361781%
covid-19		8		0.10668089078543806%
travail		8		0.10668089078543806%
être		8		0.10668089078543806%
reprise		8		0.10668089078543806%
rôle		8		0.10668089078543806%
promouvoir		8		0.10668089078543806%
chinoise		8		0.10668089078543806%
entre		8		0.10668089078543806%
recherches		8		0.10668089078543806%
long		8		0.10668089078543806%
fonds		8		0.10668089078543806%
entreprises		8		0.10668089078543806%
médicaux		8		0.10668089078543806%
domaines		8		0.10668089078543806%
avenir		8		0.10668089078543806%
domestique		8		0.10668089078543806%
grand		7		0.0933457794372583%
j’		7		0.0933457794372583%
je		7		0.0933457794372583%
réduire		7		0.0933457794372583%
fixé		7		0.0933457794372583%
ville		7		0.0933457794372583%
réaliser		7		0.0933457794372583%
pourront		7		0.0933457794372583%
également		7		0.0933457794372583%
autres		7		0.0933457794372583%
espérons		7		0.0933457794372583%
faut		7		0.0933457794372583%
intérêts		7		0.0933457794372583%
vous		7		0.0933457794372583%
âgées		7		0.0933457794372583%
virus		7		0.0933457794372583%
scientifique		7		0.0933457794372583%
coopération		7		0.0933457794372583%
son		7		0.0933457794372583%
bien		7		0.0933457794372583%
système		7		0.0933457794372583%
taiwan		7		0.0933457794372583%
conférence		6		0.08001066808907854%
étrangers		6		0.08001066808907854%
impacts		6		0.08001066808907854%
avait		6		0.08001066808907854%
ai		6		0.08001066808907854%
dit		6		0.08001066808907854%
grâce		6		0.08001066808907854%
affaires		6		0.08001066808907854%
créer		6		0.08001066808907854%
efforts		6		0.08001066808907854%
continuerons		6		0.08001066808907854%
ou		6		0.08001066808907854%
stabilité		6		0.08001066808907854%
jouer		6		0.08001066808907854%
autre		6		0.08001066808907854%
stable		6		0.08001066808907854%
période		6		0.08001066808907854%
parties		6		0.08001066808907854%
terme		6		0.08001066808907854%
toute		6		0.08001066808907854%
6		6		0.08001066808907854%
échelons		6		0.08001066808907854%
années		6		0.08001066808907854%
application		6		0.08001066808907854%
renforcer		6		0.08001066808907854%
réforme		6		0.08001066808907854%
sino-américaines		6		0.08001066808907854%
nouvelle		6		0.08001066808907854%
circulation		6		0.08001066808907854%
2021		5		0.06667555674089878%
ses		5		0.06667555674089878%
apn		5		0.06667555674089878%
quels		5		0.06667555674089878%
seront		5		0.06667555674089878%
prendra		5		0.06667555674089878%
sa		5		0.06667555674089878%
comment		5		0.06667555674089878%
compris		5		0.06667555674089878%
sommes		5		0.06667555674089878%
études		5		0.06667555674089878%
pourrons		5		0.06667555674089878%
difficultés		5		0.06667555674089878%
toutes		5		0.06667555674089878%
vu		5		0.06667555674089878%
très		5		0.06667555674089878%
travaillerons		5		0.06667555674089878%
ensemble		5		0.06667555674089878%
scientifiques		5		0.06667555674089878%
plan		5		0.06667555674089878%
états-unis		5		0.06667555674089878%
cet		5		0.06667555674089878%
aura		5		0.06667555674089878%
moins		5		0.06667555674089878%
tout		5		0.06667555674089878%
soutien		5		0.06667555674089878%
grandes		5		0.06667555674089878%
vue		5		0.06667555674089878%
