单词		词频		占比
de		98		5.305901461829995%
et		76		4.114780725500812%
la		69		3.7357877639415267%
,		68		3.6816459122902003%
l’		61		3.302652950730915%

		59		3.1943692474282623%
.		54		2.9236599891716297%
à		48		2.5988088792636708%
les		42		2.273957769355712%
le		39		2.1115322144017323%
afrique		37		2.0032485110990796%
en		30		1.6242555495397943%
des		30		1.6242555495397943%
pour		25		1.353546291283162%
pays		25		1.353546291283162%
africains		22		1.1911207363291825%
développement		21		1.136978884677856%
d’		21		1.136978884677856%
dans		20		1.0828370330265296%
nous		19		1.028695181375203%
un		18		0.9745533297238765%
au		16		0.8662696264212236%
du		15		0.8121277747698972%
est		15		0.8121277747698972%
paix		14		0.7579859231185706%
une		12		0.6497022198159177%
devons		8		0.4331348132106118%
chine		7		0.3789929615592853%
sanitaire		7		0.3789929615592853%
sur		7		0.3789929615592853%
qui		7		0.3789929615592853%
soutien		6		0.32485110990795885%
plus		6		0.32485110990795885%
covid-19		6		0.32485110990795885%
communauté		6		0.32485110990795885%
aux		6		0.32485110990795885%
avec		6		0.32485110990795885%
faire		6		0.32485110990795885%
aider		6		0.32485110990795885%
contre		6		0.32485110990795885%
ses		6		0.32485110990795885%
onu		6		0.32485110990795885%
sont		6		0.32485110990795885%
initiative		6		0.32485110990795885%
leur		6		0.32485110990795885%
coopération		6		0.32485110990795885%
par		5		0.2707092582566324%
internationale		5		0.2707092582566324%
rôle		5		0.2707092582566324%
soutenir		5		0.2707092582566324%
avons		5		0.2707092582566324%
ont		5		0.2707092582566324%
sécurité		4		0.2165674066053059%
causes		4		0.2165674066053059%
conflits		4		0.2165674066053059%
affaires		4		0.2165674066053059%
africaine		4		0.2165674066053059%
ua		4		0.2165674066053059%
riposte		4		0.2165674066053059%
a		4		0.2165674066053059%
ce		4		0.2165674066053059%
lutte		4		0.2165674066053059%
capacités		4		0.2165674066053059%
renforcer		4		0.2165674066053059%
internationales		4		0.2165674066053059%
-		4		0.2165674066053059%
sans		4		0.2165674066053059%
véritable		3		0.16242555495397942%
multilatéralisme		3		0.16242555495397942%
profondes		3		0.16242555495397942%
après		3		0.16242555495397942%
pandémie		3		0.16242555495397942%
chers		3		0.16242555495397942%
collègues		3		0.16242555495397942%
leurs		3		0.16242555495397942%
siècle		3		0.16242555495397942%
n’		3		0.16242555495397942%
grande		3		0.16242555495397942%
travailler		3		0.16242555495397942%
ensemble		3		0.16242555495397942%
important		3		0.16242555495397942%
urgence		3		0.16242555495397942%
moment		3		0.16242555495397942%
accroître		3		0.16242555495397942%
vaccins		3		0.16242555495397942%
il		3		0.16242555495397942%
matière		3		0.16242555495397942%
jouer		3		0.16242555495397942%
coordination		3		0.16242555495397942%
promouvoir		3		0.16242555495397942%
africaines		3		0.16242555495397942%
promotion		3		0.16242555495397942%
stabilité		3		0.16242555495397942%
partenaires		3		0.16242555495397942%
égalité		3		0.16242555495397942%
bon		3		0.16242555495397942%
—		3		0.16242555495397942%
toujours		3		0.16242555495397942%
chinois		3		0.16242555495397942%
suspension		3		0.16242555495397942%
dette		3		0.16242555495397942%
énergique		2		0.10828370330265295%
débat		2		0.10828370330265295%
public		2		0.10828370330265295%
:		2		0.10828370330265295%
éliminer		2		0.10828370330265295%
relèvement		2		0.10828370330265295%
secrétaire		2		0.10828370330265295%
général		2		0.10828370330265295%
je		2		0.10828370330265295%
remercie		2		0.10828370330265295%
programme		2		0.10828370330265295%
nations		2		0.10828370330265295%
unies		2		0.10828370330265295%
jamais		2		0.10828370330265295%
connue		2		0.10828370330265295%
depuis		2		0.10828370330265295%
aucun		2		0.10828370330265295%
ne		2		0.10828370330265295%
doit		2		0.10828370330265295%
créer		2		0.10828370330265295%
cette		2		0.10828370330265295%
épidémie		2		0.10828370330265295%
quatre		2		0.10828370330265295%
combler		2		0.10828370330265295%
mondiale		2		0.10828370330265295%
construire		2		0.10828370330265295%
virus		2		0.10828370330265295%
que		2		0.10828370330265295%
transfert		2		0.10828370330265295%
technologies		2		0.10828370330265295%
essentiel		2		0.10828370330265295%
santé		2		0.10828370330265295%
vue		2		0.10828370330265295%
tous		2		0.10828370330265295%
pleinement		2		0.10828370330265295%
remédier		2		0.10828370330265295%
instabilités		2		0.10828370330265295%
invitées		2		0.10828370330265295%
même		2		0.10828370330265295%
«		2		0.10828370330265295%
»		2		0.10828370330265295%
efforts		2		0.10828370330265295%
solutions		2		0.10828370330265295%
problèmes		2		0.10828370330265295%
organisations		2		0.10828370330265295%
davantage		2		0.10828370330265295%
central		2		0.10828370330265295%
politique		2		0.10828370330265295%
apporter		2		0.10828370330265295%
opérations		2		0.10828370330265295%
maintien		2		0.10828370330265295%
appuyer		2		0.10828370330265295%
renforcement		2		0.10828370330265295%
compte		2		0.10828370330265295%
continent		2		0.10828370330265295%
voie		2		0.10828370330265295%
doivent		2		0.10828370330265295%
allègement		2		0.10828370330265295%
industrialisation		2		0.10828370330265295%
activement		2		0.10828370330265295%
membres		2		0.10828370330265295%
ans		2		0.10828370330265295%
sein		2		0.10828370330265295%
où		2		0.10828370330265295%
s’		2		0.10828370330265295%
changement		2		0.10828370330265295%
sa		2		0.10828370330265295%
se		2		0.10828370330265295%
droit		2		0.10828370330265295%
toute		2		0.10828370330265295%
intérêt		2		0.10828370330265295%
apporté		2		0.10828370330265295%
15		2		0.10828370330265295%
hôpitaux		2		0.10828370330265295%
sino-africaine		2		0.10828370330265295%
service		2		0.10828370330265295%
participer		2		0.10828370330265295%
humanité		2		0.10828370330265295%
promouvons		1		0.05414185165132648%
apportons		1		0.05414185165132648%
intervention		1		0.05414185165132648%
visioconférence		1		0.05414185165132648%
conseil		1		0.05414185165132648%
―		1		0.05414185165132648%
m.		1		0.05414185165132648%
wang		1		0.05414185165132648%
yi		1		0.05414185165132648%
conseiller		1		0.05414185165132648%
état		1		0.05414185165132648%
ministre		1		0.05414185165132648%
étrangères		1		0.05414185165132648%
république		1		0.05414185165132648%
populaire		1		0.05414185165132648%
beijing		1		0.05414185165132648%
19		1		0.05414185165132648%
mai		1		0.05414185165132648%
2021		1		0.05414185165132648%
monsieur		1		0.05414185165132648%
antónio		1		0.05414185165132648%
guterres		1		0.05414185165132648%
président		1		0.05414185165132648%
commission		1		0.05414185165132648%
union		1		0.05414185165132648%
(		1		0.05414185165132648%
)		1		0.05414185165132648%
moussa		1		0.05414185165132648%
faki		1		0.05414185165132648%
mahamat		1		0.05414185165132648%
administrateur		1		0.05414185165132648%
achim		1		0.05414185165132648%
steiner		1		0.05414185165132648%
informations		1		0.05414185165132648%
monde		1		0.05414185165132648%
traverse		1		0.05414185165132648%
aujourd’hui		1		0.05414185165132648%
grave		1		0.05414185165132648%
abri		1		0.05414185165132648%
être		1		0.05414185165132648%
laissé		1		0.05414185165132648%
derrière		1		0.05414185165132648%
présent		1		0.05414185165132648%
initié		1		0.05414185165132648%
objectif		1		0.05414185165132648%
inviter		1		0.05414185165132648%
accorder		1		0.05414185165132648%
attention		1		0.05414185165132648%
défis		1		0.05414185165132648%
sérieux		1		0.05414185165132648%
causés		1		0.05414185165132648%
fédérer		1		0.05414185165132648%
esprits		1		0.05414185165132648%
synergies		1		0.05414185165132648%
vaincre		1		0.05414185165132648%
tout		1		0.05414185165132648%
favorisant		1		0.05414185165132648%
sorte		1		0.05414185165132648%
donner		1		0.05414185165132648%
nouvelle		1		0.05414185165132648%
impulsion		1		0.05414185165132648%
durables		1		0.05414185165132648%
partie		1		0.05414185165132648%
chinoise		1		0.05414185165132648%
aimerait		1		0.05414185165132648%
avancer		1		0.05414185165132648%
proposition		1		0.05414185165132648%
points		1		0.05414185165132648%
premièrement		1		0.05414185165132648%
fossé		1		0.05414185165132648%
maillon		1		0.05414185165132648%
c’		1		0.05414185165132648%
rempart		1		0.05414185165132648%
invitée		1		0.05414185165132648%
aides		1		0.05414185165132648%
matériel		1		0.05414185165132648%
médicaments		1		0.05414185165132648%
techniques		1		0.05414185165132648%
financement		1		0.05414185165132648%
garantir		1		0.05414185165132648%
