单词		词频		占比
de		145		6.624029237094565%
la		109		4.9794426678848795%
et		92		4.202832343535861%
l’		76		3.4719049794426677%
.		72		3.2891731384193696%
,		68		3.1064412973960716%

		65		2.9693924166285974%
les		50		2.284148012791229%
des		46		2.1014161717679305%
le		41		1.8730013704888075%
droits		37		1.6902695294655095%
à		33		1.507537688442211%
homme		32		1.4618547281863865%
en		29		1.3248058474189128%
pays		28		1.2791228871630882%
du		27		1.2334399269072636%
d’		22		1.0050251256281406%
est		21		0.9593421653723162%
pour		21		0.9593421653723162%
dans		20		0.9136592051164915%
au		19		0.8679762448606669%
un		15		0.6852444038373686%
nous		15		0.6852444038373686%
une		14		0.6395614435815441%
plus		14		0.6395614435815441%
tous		14		0.6395614435815441%
qui		13		0.5938784833257195%
développement		13		0.5938784833257195%
sont		11		0.5025125628140703%
sur		11		0.5025125628140703%
aux		11		0.5025125628140703%
peuple		10		0.45682960255824573%
s’		10		0.45682960255824573%
chine		9		0.4111466423024212%
a		9		0.4111466423024212%
promouvoir		8		0.3654636820465966%
il		8		0.3654636820465966%
nations		7		0.31978072179077205%
unies		7		0.31978072179077205%
région		7		0.31978072179077205%
loi		7		0.31978072179077205%
y		6		0.27409776153494747%
par		6		0.27409776153494747%
ont		6		0.27409776153494747%
population		6		0.27409776153494747%
xinjiang		6		0.27409776153494747%
monde		5		0.22841480127912286%
c’		5		0.22841480127912286%
chinois		5		0.22841480127912286%
notre		5		0.22841480127912286%
millions		5		0.22841480127912286%
pauvreté		5		0.22841480127912286%
vaccins		5		0.22841480127912286%
sécurité		5		0.22841480127912286%
«		5		0.22841480127912286%
»		5		0.22841480127912286%
hong		5		0.22841480127912286%
kong		5		0.22841480127912286%
cœur		4		0.1827318410232983%
action		4		0.1827318410232983%
chers		4		0.1827318410232983%
collègues		4		0.1827318410232983%
humanité		4		0.1827318410232983%
coopération		4		0.1827318410232983%
avec		4		0.1827318410232983%
deux		4		0.1827318410232983%
n’		4		0.1827318410232983%
devons		4		0.1827318410232983%
cause		4		0.1827318410232983%
doivent		4		0.1827318410232983%
que		4		0.1827318410232983%
santé		4		0.1827318410232983%
matière		4		0.1827318410232983%
ces		4		0.1827318410232983%
leur		4		0.1827318410232983%
%		4		0.1827318410232983%
faire		3		0.13704888076747374%
session		3		0.13704888076747374%
affaires		3		0.13704888076747374%
cette		3		0.13704888076747374%
eu		3		0.13704888076747374%
personnes		3		0.13704888076747374%
se		3		0.13704888076747374%
pas		3		0.13704888076747374%
compte		3		0.13704888076747374%
jamais		3		0.13704888076747374%
depuis		3		0.13704888076747374%
gouvernance		3		0.13704888076747374%
réalités		3		0.13704888076747374%
nationales		3		0.13704888076747374%
chaque		3		0.13704888076747374%
liberté		3		0.13704888076747374%
principes		3		0.13704888076747374%
fondamentaux		3		0.13704888076747374%
être		3		0.13704888076747374%
social		3		0.13704888076747374%
entre		3		0.13704888076747374%
protection		3		0.13704888076747374%
mondiale		3		0.13704888076747374%
autres		3		0.13704888076747374%
année		3		0.13704888076747374%
sous		3		0.13704888076747374%
avons		3		0.13704888076747374%
ensemble		3		0.13704888076747374%
réalité		3		0.13704888076747374%
grande		3		0.13704888076747374%
différents		3		0.13704888076747374%
