单词		词频		占比
et		34		5.6951423785594635%
de		31		5.192629815745393%
la		27		4.522613065326634%
l’		21		3.5175879396984926%
à		20		3.350083752093802%

		19		3.1825795644891124%
,		18		3.015075376884422%
les		17		2.8475711892797317%
le		16		2.680067001675042%
.		16		2.680067001675042%
racisme		10		1.675041876046901%
du		10		1.675041876046901%
des		10		1.675041876046901%
d’		9		1.507537688442211%
en		7		1.1725293132328307%
tous		6		1.0050251256281406%
chine		6		1.0050251256281406%
pour		6		1.0050251256281406%
pays		5		0.8375209380234505%
monde		4		0.6700167504187605%
une		4		0.6700167504187605%
un		3		0.5025125628140703%
par		3		0.5025125628140703%
égalité		3		0.5025125628140703%
programme		3		0.5025125628140703%
nations		3		0.5025125628140703%
unies		3		0.5025125628140703%
ont		3		0.5025125628140703%
éliminer		2		0.33500837520938026%
définitivement		2		0.33500837520938026%
bâtir		2		0.33500837520938026%
marqué		2		0.33500837520938026%
réunion		2		0.33500837520938026%
commémoration		2		0.33500837520938026%
20e		2		0.33500837520938026%
anniversaire		2		0.33500837520938026%
adoption		2		0.33500837520938026%
déclaration		2		0.33500837520938026%
action		2		0.33500837520938026%
durban		2		0.33500837520938026%
ses		2		0.33500837520938026%
assurer		2		0.33500837520938026%
droits		2		0.33500837520938026%
est		2		0.33500837520938026%
ddpa		2		0.33500837520938026%
contre		2		0.33500837520938026%
ce		2		0.33500837520938026%
assemblée		2		0.33500837520938026%
générale		2		0.33500837520938026%
cette		2		0.33500837520938026%
personnes		2		0.33500837520938026%
ascendance		2		0.33500837520938026%
que		2		0.33500837520938026%
ces		2		0.33500837520938026%
actes		2		0.33500837520938026%
au		2		0.33500837520938026%
mettre		2		0.33500837520938026%
fin		2		0.33500837520938026%
responsabilité		2		0.33500837520938026%
faire		2		0.33500837520938026%
tolérance		2		0.33500837520938026%
créer		2		0.33500837520938026%
qu’		2		0.33500837520938026%
il		2		0.33500837520938026%
faut		2		0.33500837520938026%
développement		2		0.33500837520938026%
éradiquer		2		0.33500837520938026%
sociale		2		0.33500837520938026%
avec		2		0.33500837520938026%
mise		2		0.33500837520938026%
œuvre		2		0.33500837520938026%
aucun		2		0.33500837520938026%
efforts		2		0.33500837520938026%
intervention		1		0.16750418760469013%
haut		1		0.16750418760469013%
niveau		1		0.16750418760469013%
consacrée		1		0.16750418760469013%
m.		1		0.16750418760469013%
wang		1		0.16750418760469013%
yi		1		0.16750418760469013%
conseiller		1		0.16750418760469013%
état		1		0.16750418760469013%
ministre		1		0.16750418760469013%
affaires		1		0.16750418760469013%
étrangères		1		0.16750418760469013%
république		1		0.16750418760469013%
populaire		1		0.16750418760469013%
22		1		0.16750418760469013%
septembre		1		0.16750418760469013%
2021		1		0.16750418760469013%
monsieur		1		0.16750418760469013%
président		1		0.16750418760469013%
sous		1		0.16750418760469013%
toutes		1		0.16750418760469013%
formes		1		0.16750418760469013%
jouissance		1		0.16750418760469013%
égale		1		0.16750418760469013%
dignité		1		0.16750418760469013%
tel		1		0.16750418760469013%
esprit		1		0.16750418760469013%
charte		1		0.16750418760469013%
illustration		1		0.16750418760469013%
équité		1		0.16750418760469013%
justice		1		0.16750418760469013%
internationales		1		0.16750418760469013%
(		1		0.16750418760469013%
)		1		0.16750418760469013%
portent		1		0.16750418760469013%
étendard		1		0.16750418760469013%
lutte		1		0.16750418760469013%
dans		1		0.16750418760469013%
incarnent		1		0.16750418760469013%
engagements		1		0.16750418760469013%
communs		1		0.16750418760469013%
occasion		1		0.16750418760469013%
document		1		0.16750418760469013%
orientation		1		0.16750418760469013%
a		1		0.16750418760469013%
lancé		1		0.16750418760469013%
initiative		1		0.16750418760469013%
pertinente		1		0.16750418760469013%
importante		1		0.16750418760469013%
organiser		1		0.16750418760469013%
salue		1		0.16750418760469013%
chaleureusement		1		0.16750418760469013%
y		1		0.16750418760469013%
apporte		1		0.16750418760469013%
son		1		0.16750418760469013%
soutien		1		0.16750418760469013%
ferme		1		0.16750418760469013%
traite		1		0.16750418760469013%
esclaves		1		0.16750418760469013%
colonialisme		1		0.16750418760469013%
constituent		1		0.16750418760469013%
principale		1		0.16750418760469013%
source		1		0.16750418760469013%
africaine		1		0.16750418760469013%
même		1		0.16750418760469013%
asiatique		1		0.16750418760469013%
peuples		1		0.16750418760469013%
autochtones		1		0.16750418760469013%
été		1		0.16750418760469013%
victimes		1		0.16750418760469013%
continuent		1		0.16750418760469013%
subir		1		0.16750418760469013%
conséquences		1		0.16750418760469013%
concernés		1		0.16750418760469013%
doivent		1		0.16750418760469013%
moins		1		0.16750418760469013%
avoir		1		0.16750418760469013%
courage		1		0.16750418760469013%
regarder		1		0.16750418760469013%
face		1		0.16750418760469013%
sombre		1		0.16750418760469013%
histoire		1		0.16750418760469013%
prendre		1		0.16750418760469013%
mesures		1		0.16750418760469013%
aux		1		0.16750418760469013%
souffrances		1		0.16750418760469013%
causées		1		0.16750418760469013%
ils		1		0.16750418760469013%
aussi		1		0.16750418760469013%
surtout		1		0.16750418760469013%
donner		1		0.16750418760469013%
exemple		1		0.16750418760469013%
rejetant		1		0.16750418760469013%
toute		1		0.16750418760469013%
forme		1		0.16750418760469013%
exhorte		1		0.16750418760469013%
preuve		1		0.16750418760469013%
zéro		1		0.16750418760469013%
perfectionner		1		0.16750418760469013%
cadre		1		0.16750418760469013%
juridique		1		0.16750418760469013%
appliquer		1		0.16750418760469013%
intégralement		1		0.16750418760469013%
scrupuleusement		1		0.16750418760469013%
résolutions		1		0.16750418760469013%
pertinentes		1		0.16750418760469013%
conseil		1		0.16750418760469013%
homme		1		0.16750418760469013%
particulier		1		0.16750418760469013%
régler		1		0.16750418760469013%
effectivement		1		0.16750418760469013%
questions		1		0.16750418760469013%
systémique		1		0.16750418760469013%
violences		1		0.16750418760469013%
liées		1		0.16750418760469013%
application		1		0.16750418760469013%
loi		1		0.16750418760469013%
interdire		1		0.16750418760469013%
incitation		1		0.16750418760469013%
haine		1		0.16750418760469013%
raciale		1		0.16750418760469013%
impunité		1		0.16750418760469013%
avis		1		0.16750418760469013%
renforcer		1		0.16750418760469013%
dialogues		1		0.16750418760469013%
échanges		1		0.16750418760469013%
entre		1		0.16750418760469013%
différentes		1		0.16750418760469013%
ethnies		1		0.16750418760469013%
cultures		1		0.16750418760469013%
rejeter		1		0.16750418760469013%
arrogance		1		0.16750418760469013%
préjugés		1		0.16750418760469013%
fondés		1		0.16750418760469013%
sur		1		0.16750418760469013%
race		1		0.16750418760469013%
couleur		1		0.16750418760469013%
langue		1		0.16750418760469013%
développer		1		0.16750418760469013%
culture		1		0.16750418760469013%
respect		1		0.16750418760469013%
œuvrer		1		0.16750418760469013%
environnement		1		0.16750418760469013%
social		1		0.16750418760469013%
exempt		1		0.16750418760469013%
discrimination		1		0.16750418760469013%
hommes		1		0.16750418760469013%
politiques		1		0.16750418760469013%
médias		1		0.16750418760469013%
notamment		1		0.16750418760469013%
particulière		1		0.16750418760469013%
assumer		1		0.16750418760469013%
appelle		1		0.16750418760469013%
droit		1		0.16750418760469013%
terreau		1		0.16750418760469013%
sont		1		0.16750418760469013%
pauvreté		1		0.16750418760469013%
marginalisation		1		0.16750418760469013%
exclusion		1		0.16750418760469013%
disparités		1		0.16750418760469013%
économiques		1		0.16750418760469013%
finir		1		0.16750418760469013%
cercle		1		0.16750418760469013%
vicieux		1		0.16750418760469013%
où		1		0.16750418760469013%
injustice		1		0.16750418760469013%
se		1		0.16750418760469013%
renforcent		1		0.16750418760469013%
mutuellement		1		0.16750418760469013%
accélérer		1		0.16750418760469013%
durable		1		0.16750418760469013%
horizon		1		0.16750418760469013%
2030		1		0.16750418760469013%
travailler		1		0.16750418760469013%
ni		1		0.16750418760469013%
individu		1		0.16750418760469013%
ne		1		0.16750418760469013%
soit		1		0.16750418760469013%
laissé		1		0.16750418760469013%
compte		1		0.16750418760469013%
soutient		1		0.16750418760469013%
poursuivra		1		0.16750418760469013%
sa		1		0.16750418760469013%
elle		1		0.16750418760469013%
déploiera		1		0.16750418760469013%
inlassables		1		0.16750418760469013%
autres		1		0.16750418760469013%
je		1		0.16750418760469013%
vous		1		0.16750418760469013%
remercie		1		0.16750418760469013%
