单词		词频		占比
，		515		7.357142857142857%
的		277		3.957142857142857%

		258		3.685714285714286%
。		234		3.3428571428571425%
中国		131		1.8714285714285714%
、		108		1.542857142857143%
和		84		1.2%
是		83		1.1857142857142857%
我们		73		1.042857142857143%
为		65		0.9285714285714286%
国际		62		0.8857142857142857%
“		55		0.7857142857142858%
”		55		0.7857142857142858%
在		53		0.7571428571428572%
了		52		0.7428571428571429%
发展		50		0.7142857142857143%
将		48		0.6857142857142857%
国家		47		0.6714285714285715%
外交		40		0.5714285714285714%
世界		38		0.5428571428571428%
：		36		0.5142857142857142%
合作		35		0.5%
中		34		0.48571428571428565%
关系		34		0.48571428571428565%
全球		33		0.4714285714285714%
不		31		0.44285714285714284%
对		30		0.4285714285714286%
一		30		0.4285714285714286%
人民		28		0.4%
以		27		0.38571428571428573%
发展中国家		26		0.37142857142857144%
也		26		0.37142857142857144%
维护		24		0.34285714285714286%
上		24		0.34285714285714286%
社会		23		0.32857142857142857%
同		23		0.32857142857142857%
各国		23		0.32857142857142857%
？		22		0.3142857142857143%
与		22		0.3142857142857143%
联合国		22		0.3142857142857143%
今年		21		0.3%
这		21		0.3%
个		20		0.2857142857142857%
疫苗		20		0.2857142857142857%
共同		19		0.2714285714285714%
美国		19		0.2714285714285714%
新		18		0.2571428571428571%
坚持		18		0.2571428571428571%
两		18		0.2571428571428571%
和平		18		0.2571428571428571%
王毅		17		0.24285714285714283%
稳定		17		0.24285714285714283%
更		17		0.24285714285714283%
等		16		0.2285714285714286%
大		16		0.2285714285714286%
积极		16		0.2285714285714286%
问题		16		0.2285714285714286%
记者		15		0.2142857142857143%
共产党		15		0.2142857142857143%
都		15		0.2142857142857143%
支持		15		0.2142857142857143%
党		15		0.2142857142857143%
全面		14		0.2%
疫情		14		0.2%
抗疫		14		0.2%
倡议		14		0.2%
多		14		0.2%
民主		14		0.2%
就		13		0.18571428571428572%
习近平		13		0.18571428571428572%
主席		13		0.18571428571428572%
战略		13		0.18571428571428572%
人类		13		0.18571428571428572%
坚定		13		0.18571428571428572%
提供		13		0.18571428571428572%
地区		13		0.18571428571428572%
有		12		0.17142857142857143%
提出		12		0.17142857142857143%
自己		12		0.17142857142857143%
推动		12		0.17142857142857143%
俄		12		0.17142857142857143%
阿富汗		12		0.17142857142857143%
您		11		0.15714285714285714%
力量		11		0.15714285714285714%
促进		11		0.15714285714285714%
开展		11		0.15714285714285714%
作出		11		0.15714285714285714%
经济		11		0.15714285714285714%
任何		11		0.15714285714285714%
体系		11		0.15714285714285714%
美		11		0.15714285714285714%
中方		11		0.15714285714285714%
中欧		11		0.15714285714285714%
工作		10		0.14285714285714285%
实现		10		0.14285714285714285%
第一		10		0.14285714285714285%
加快		10		0.14285714285714285%
组织		10		0.14285714285714285%
最		10		0.14285714285714285%
政治		10		0.14285714285714285%
推进		10		0.14285714285714285%
多边主义		10		0.14285714285714285%
之		10		0.14285714285714285%
如何		10		0.14285714285714285%
安全		10		0.14285714285714285%
作用		9		0.12857142857142856%
大国		9		0.12857142857142856%
伙伴		9		0.12857142857142856%
还		9		0.12857142857142856%
共同体		9		0.12857142857142856%
贡献		9		0.12857142857142856%
一个		9		0.12857142857142856%
治理		9		0.12857142857142856%
真正		9		0.12857142857142856%
道路		9		0.12857142857142856%
继续		9		0.12857142857142856%
向		9		0.12857142857142856%
把		9		0.12857142857142856%
人权		9		0.12857142857142856%
团结		9		0.12857142857142856%
国		9		0.12857142857142856%
协定		9		0.12857142857142856%
亚洲		9		0.12857142857142856%
冬奥会		9		0.12857142857142856%
周年		8		0.1142857142857143%
核心		8		0.1142857142857143%
领导人		8		0.1142857142857143%
构建		8		0.1142857142857143%
深化		8		0.1142857142857143%
友好		8		0.1142857142857143%
反对		8		0.1142857142857143%
行动		8		0.1142857142857143%
开放		8		0.1142857142857143%
带来		8		0.1142857142857143%
利益		8		0.1142857142857143%
届		8		0.1142857142857143%
制度		8		0.1142857142857143%
应		8		0.1142857142857143%
；		8		0.1142857142857143%
双方		8		0.1142857142857143%
广大		8		0.1142857142857143%
相互		8		0.1142857142857143%
年		7		0.1%
下		7		0.1%
第二		7		0.1%
发挥		7		0.1%
加强		7		0.1%
承诺		7		0.1%
挑战		7		0.1%
得到		7		0.1%
理念		7		0.1%
重要		7		0.1%
践行		7		0.1%
场		7		0.1%
想		7		0.1%
而		7		0.1%
不断		7		0.1%
《		7		0.1%
