单词		词频		占比
，		452		6.728192914557904%
的		304		4.525156296516821%

		273		4.063709437332539%
。		241		3.587377195593927%
中国		125		1.860672819291456%
是		93		1.384340577552843%
和		78		1.1610598392378684%
、		73		1.0866329264662102%
”		57		0.8484668055969039%
“		56		0.8335814230425722%
在		55		0.8186960404882405%
合作		53		0.7889252753795771%
了		52		0.7740398928252455%
：		51		0.759154510270914%
中		50		0.7442691277165823%
将		49		0.7293837451622507%
发展		46		0.6847275974992557%
关系		46		0.6847275974992557%
我们		45		0.6698422149449241%
也		40		0.5954153021732659%
为		40		0.5954153021732659%
国际		39		0.5805299196189342%
国家		38		0.5656445370646026%
更		31		0.461446859184281%
？		28		0.4167907115212861%
外交		26		0.3870199464126228%
记者		24		0.3572491813039595%
对		24		0.3572491813039595%
和平		24		0.3572491813039595%
王毅		23		0.34236379874962786%
大		22		0.3274784161952962%
新		22		0.3274784161952962%
世界		22		0.3274784161952962%
有		21		0.3125930336409646%
一带		21		0.3125930336409646%
一路		21		0.3125930336409646%
一		20		0.29770765108663294%
上		20		0.29770765108663294%
与		20		0.29770765108663294%
好		19		0.2828222685323013%
人民		19		0.2828222685323013%
中方		19		0.2828222685323013%
要		18		0.2679368859779696%
伙伴		18		0.2679368859779696%
积极		18		0.2679368859779696%
国		18		0.2679368859779696%
维护		17		0.25305150342363797%
这		17		0.25305150342363797%
不		17		0.25305150342363797%
两		17		0.25305150342363797%
东盟		17		0.25305150342363797%
组织		16		0.23816612086930636%
美		16		0.23816612086930636%
双方		16		0.23816612086930636%
解决		16		0.23816612086930636%
坚持		16		0.23816612086930636%
今年		15		0.2232807383149747%
问题		15		0.2232807383149747%
全球		15		0.2232807383149747%
年		14		0.20839535576064305%
共同		14		0.20839535576064305%
建设		14		0.20839535576064305%
上合		14		0.20839535576064305%
非洲		14		0.20839535576064305%
社会		14		0.20839535576064305%
把		14		0.20839535576064305%
南海		14		0.20839535576064305%
重要		13		0.1935099732063114%
峰会		13		0.1935099732063114%
战略		13		0.1935099732063114%
地区		13		0.1935099732063114%
相互		13		0.1935099732063114%
你		12		0.17862459065197975%
特色		12		0.17862459065197975%
作用		12		0.17862459065197975%
作为		12		0.17862459065197975%
参与		12		0.17862459065197975%
多		12		0.17862459065197975%
成为		12		0.17862459065197975%
；		12		0.17862459065197975%
俄罗斯		12		0.17862459065197975%
各国		11		0.1637392080976481%
半岛		11		0.1637392080976481%
最		11		0.1637392080976481%
各方		11		0.1637392080976481%
个		11		0.1637392080976481%
之间		11		0.1637392080976481%
经济		11		0.1637392080976481%
工作		10		0.14885382554331647%
之		10		0.14885382554331647%
大国		10		0.14885382554331647%
利益		10		0.14885382554331647%
同		10		0.14885382554331647%
构建		10		0.14885382554331647%
开放		10		0.14885382554331647%
中非		10		0.14885382554331647%
会		10		0.14885382554331647%
以		10		0.14885382554331647%
推进		10		0.14885382554331647%
安全		10		0.14885382554331647%
但		10		0.14885382554331647%
政治		10		0.14885382554331647%
推动		10		0.14885382554331647%
我		9		0.1339684429889848%
支持		9		0.1339684429889848%
正确		9		0.1339684429889848%
发挥		9		0.1339684429889848%
人类		9		0.1339684429889848%
主要		9		0.1339684429889848%
三		9		0.1339684429889848%
全面		9		0.1339684429889848%
