单词		词频		占比
，		26		6.516290726817042%
的		23		5.764411027568922%

		19		4.761904761904762%
。		14		3.508771929824561%
和		11		2.756892230576441%
种族主义		10		2.506265664160401%
、		9		2.2556390977443606%
是		7		1.7543859649122806%
中国		5		1.2531328320802004%
消除		4		1.0025062656641603%
人人		4		1.0025062656641603%
平等		3		0.7518796992481203%
世界		3		0.7518796992481203%
联大		3		0.7518796992481203%
《		3		0.7518796992481203%
德班		3		0.7518796992481203%
宣言		3		0.7518796992481203%
行动		3		0.7518796992481203%
纲领		3		0.7518796992481203%
》		3		0.7518796992481203%
也		3		0.7518796992481203%
各国		3		0.7518796992481203%
要		3		0.7518796992481203%
种族		3		0.7518796992481203%
社会		3		0.7518796992481203%
彻底		2		0.5012531328320802%
建设		2		0.5012531328320802%
在		2		0.5012531328320802%
纪念		2		0.5012531328320802%
通过		2		0.5012531328320802%
20		2		0.5012531328320802%
周年		2		0.5012531328320802%
会议		2		0.5012531328320802%
人民		2		0.5012531328320802%
一切		2		0.5012531328320802%
形式		2		0.5012531328320802%
让		2		0.5012531328320802%
享有		2		0.5012531328320802%
权利		2		0.5012531328320802%
联合国		2		0.5012531328320802%
这		2		0.5012531328320802%
这些		2		0.5012531328320802%
行径		2		0.5012531328320802%
国家		2		0.5012531328320802%
有		2		0.5012531328320802%
不		2		0.5012531328320802%
责任		2		0.5012531328320802%
不同		2		0.5012531328320802%
文化		2		0.5012531328320802%
等		2		0.5012531328320802%
努力		2		0.5012531328320802%
发展		2		0.5012531328320802%
与		2		0.5012531328320802%
一个		2		0.5012531328320802%
——		1		0.2506265664160401%
高		1		0.2506265664160401%
级别		1		0.2506265664160401%
上		1		0.2506265664160401%
讲话		1		0.2506265664160401%
中华		1		0.2506265664160401%
共和国		1		0.2506265664160401%
国务		1		0.2506265664160401%
委员		1		0.2506265664160401%
兼		1		0.2506265664160401%
外交		1		0.2506265664160401%
部长		1		0.2506265664160401%
王毅		1		0.2506265664160401%
（		1		0.2506265664160401%
2021年		1		0.2506265664160401%
9月		1		0.2506265664160401%
22日		1		0.2506265664160401%
）		1		0.2506265664160401%
主席		1		0.2506265664160401%
先生		1		0.2506265664160401%
：		1		0.2506265664160401%
尊严		1		0.2506265664160401%
这是		1		0.2506265664160401%
宪章		1		0.2506265664160401%
精神		1		0.2506265664160401%
国际		1		0.2506265664160401%
公平		1		0.2506265664160401%
正义		1		0.2506265664160401%
体现		1		0.2506265664160401%
反		1		0.2506265664160401%
旗帜		1		0.2506265664160401%
共同		1		0.2506265664160401%
承诺		1		0.2506265664160401%
份		1		0.2506265664160401%
纲领性		1		0.2506265664160401%
文件		1		0.2506265664160401%
之际		1		0.2506265664160401%
举行		1		0.2506265664160401%
十分		1		0.2506265664160401%
及时		1		0.2506265664160401%
重要		1		0.2506265664160401%
表示		1		0.2506265664160401%
热烈		1		0.2506265664160401%
欢迎		1		0.2506265664160401%
坚定		1		0.2506265664160401%
支持		1		0.2506265664160401%
奴隶		1		0.2506265664160401%
贸易		1		0.2506265664160401%
殖民主义		1		0.2506265664160401%
主要		1		0.2506265664160401%
根源		1		0.2506265664160401%
非洲裔		1		0.2506265664160401%
亚洲裔		1		0.2506265664160401%
以及		1		0.2506265664160401%
土著人		1		0.2506265664160401%
当年		1		0.2506265664160401%
受害者		1		0.2506265664160401%
现在		1		0.2506265664160401%
仍然		1		0.2506265664160401%
其		1		0.2506265664160401%
后果		1		0.2506265664160401%
承担者		1		0.2506265664160401%
有关		1		0.2506265664160401%
至少		1		0.2506265664160401%
勇气		1		0.2506265664160401%
正视		1		0.2506265664160401%
段		1		0.2506265664160401%
光彩		1		0.2506265664160401%
历史		1		0.2506265664160401%
采取		1		0.2506265664160401%
措施		1		0.2506265664160401%
造成		1		0.2506265664160401%
苦难		1		0.2506265664160401%
更		1		0.2506265664160401%
带头		1		0.2506265664160401%
抵制		1		0.2506265664160401%
敦促		1		0.2506265664160401%
秉持		1		0.2506265664160401%
“		1		0.2506265664160401%
零容忍		1		0.2506265664160401%
”		1		0.2506265664160401%
态度		1		0.2506265664160401%
建立		1		0.2506265664160401%
健全		1		0.2506265664160401%
打击		1		0.2506265664160401%
法律		1		0.2506265664160401%
框架		1		0.2506265664160401%
全面		1		0.2506265664160401%
认真		1		0.2506265664160401%
执行		1		0.2506265664160401%
人权		1		0.2506265664160401%
理事会		1		0.2506265664160401%
相关		1		0.2506265664160401%
决议		1		0.2506265664160401%
特别是		1		0.2506265664160401%
切实		1		0.2506265664160401%
