单词		词频		占比
，		202		7.7276205049732205%

		115		4.399387911247131%
的		99		3.787299158377965%
。		99		3.787299158377965%
、		91		3.481254781943382%
发展		38		1.4537107880642692%
和		36		1.3771996939556235%
世界		29		1.1094108645753635%
经济		28		1.0711553175210407%
要		28		1.0711553175210407%
人类		27		1.0328997704667175%
中国		25		0.9563886763580718%
是		23		0.8798775822494262%
各国		22		0.8416220351951033%
将		21		0.8033664881407804%
我们		20		0.7651109410864576%
全球		19		0.7268553940321346%
不		17		0.650344299923489%
国际		17		0.650344299923489%
共同		16		0.612088752869166%
在		13		0.4973221117061974%
社会		13		0.4973221117061974%
上		12		0.45906656465187456%
疫情		12		0.45906656465187456%
为		12		0.45906656465187456%
合作		12		0.45906656465187456%
搞		12		0.45906656465187456%
多边主义		11		0.42081101759755163%
推动		11		0.42081101759755163%
——		10		0.3825554705432288%
以		10		0.3825554705432288%
也		10		0.3825554705432288%
促进		10		0.3825554705432288%
发展中国家		10		0.3825554705432288%
坚持		10		0.3825554705432288%
实现		9		0.34429992348890587%
应对		9		0.34429992348890587%
维护		9		0.34429992348890587%
之		8		0.306044376434583%
人民		8		0.306044376434583%
继续		8		0.306044376434583%
历史		8		0.306044376434583%
大		8		0.306044376434583%
稳定		8		0.306044376434583%
国家		8		0.306044376434583%
开放		8		0.306044376434583%
科技		8		0.306044376434583%
“		7		0.26778882938026016%
”		7		0.26778882938026016%
新		7		0.26778882938026016%
面临		7		0.26778882938026016%
未来		7		0.26778882938026016%
加强		7		0.26778882938026016%
政策		7		0.26778882938026016%
可持续		7		0.26778882938026016%
更		7		0.26778882938026016%
应该		7		0.26778882938026016%
基础		7		0.26778882938026016%
治理		7		0.26778882938026016%
规则		7		0.26778882938026016%
！		6		0.22953328232593728%
和平		6		0.22953328232593728%
没有		6		0.22953328232593728%
制度		6		0.22953328232593728%
构建		6		0.22953328232593728%
体系		6		0.22953328232593728%
基本		6		0.22953328232593728%
让		5		0.1912777352716144%
女士们		5		0.1912777352716144%
先生们		5		0.1912777352716144%
朋友们		5		0.1912777352716144%
一		5		0.1912777352716144%
卫生		5		0.1912777352716144%
了		5		0.1912777352716144%
同		5		0.1912777352716144%
进步		5		0.1912777352716144%
一个		5		0.1912777352716144%
都		5		0.1912777352716144%
包容		5		0.1912777352716144%
增长		5		0.1912777352716144%
贸易		5		0.1912777352716144%
支持		5		0.1912777352716144%
文化		5		0.1912777352716144%
就		5		0.1912777352716144%
文明		5		0.1912777352716144%
相互		5		0.1912777352716144%
问题		5		0.1912777352716144%
挑战		5		0.1912777352716144%
有		5		0.1912777352716144%
平等		5		0.1912777352716144%
全球化		5		0.1912777352716144%
关系		5		0.1912777352716144%
任何		5		0.1912777352716144%
对抗		5		0.1912777352716144%
推进		5		0.1912777352716144%
积极		5		0.1912777352716144%
公共		4		0.1530221882172915%
抗疫		4		0.1530221882172915%
行动		4		0.1530221882172915%
解决		4		0.1530221882172915%
时代		4		0.1530221882172915%
既		4		0.1530221882172915%
动力		4		0.1530221882172915%
互利		4		0.1530221882172915%
差异		4		0.1530221882172915%
可怕		4		0.1530221882172915%
把		4		0.1530221882172915%
繁荣		4		0.1530221882172915%
公平		4		0.1530221882172915%
多		4		0.1530221882172915%
更加		4		0.1530221882172915%
落实		4		0.1530221882172915%
提供		4		0.1530221882172915%
成果		4		0.1530221882172915%
全球性		4		0.1530221882172915%
国		4		0.1530221882172915%
命运		4		0.1530221882172915%
共同体		4		0.1530221882172915%
能		4		0.1530221882172915%
理念		4		0.1530221882172915%
建设		4		0.1530221882172915%
坚定		4		0.1530221882172915%
来		4		0.1530221882172915%
个		4		0.1530221882172915%
联合国		4		0.1530221882172915%
向		4		0.1530221882172915%
需要		4		0.1530221882172915%
疫苗		4		0.1530221882172915%
创新		4		0.1530221882172915%
路		3		0.11476664116296864%
议程		3		0.11476664116296864%
危机		3		0.11476664116296864%
不断		3		0.11476664116296864%
这个		3		0.11476664116296864%
宏观		3		0.11476664116296864%
协调		3		0.11476664116296864%
正在		3		0.11476664116296864%
最		3		0.11476664116296864%
投资		3		0.11476664116296864%
复苏		3		0.11476664116296864%
存在		3		0.11476664116296864%
结构		3		0.11476664116296864%
长期		3		0.11476664116296864%
偏见		3		0.11476664116296864%
走		3		0.11476664116296864%
共赢		3		0.11476664116296864%
能否		3		0.11476664116296864%
带来		3		0.11476664116296864%
作出		3		0.11476664116296864%
贡献		3		0.11476664116296864%
现实		3		0.11476664116296864%
并		3		0.11476664116296864%
尊重		3		0.11476664116296864%
甚至		3		0.11476664116296864%
普遍		3		0.11476664116296864%
要求		3		0.11476664116296864%
保障		3		0.11476664116296864%
共享		3		0.11476664116296864%
变化		3		0.11476664116296864%
践行		3		0.11476664116296864%
大家		3		0.11476664116296864%
冷战		3		0.11476664116296864%
全人类		3		0.11476664116296864%
产业		3		0.11476664116296864%
改革		3		0.11476664116296864%
而		3		0.11476664116296864%
制定		3		0.11476664116296864%
最终		3		0.11476664116296864%
通过		3		0.11476664116296864%
成为		3		0.11476664116296864%
协商		3		0.11476664116296864%
不是		3		0.11476664116296864%
格局		3		0.11476664116296864%
组织		3		0.11476664116296864%
2030年		3		0.11476664116296864%
全面		3		0.11476664116296864%
参与		3		0.11476664116296864%
用		3		0.11476664116296864%
