单词		词频		占比
，		143		6.602031394275161%

		89		4.108956602031395%
。		87		4.016620498614958%
中非		66		3.0470914127423825%
的		65		3.0009233610341646%
、		51		2.3545706371191137%
合作		43		1.9852262234533704%
和		33		1.5235457063711912%
非洲		33		1.5235457063711912%
发展		22		1.0156971375807942%
论坛		21		0.9695290858725761%
关系		19		0.8771929824561403%
在		17		0.7848568790397045%
国际		17		0.7848568790397045%
我们		14		0.6463527239150507%
是		13		0.6001846722068329%
了		13		0.6001846722068329%
中国		12		0.554016620498615%
新		12		0.554016620498615%
对		12		0.554016620498615%
“		10		0.46168051708217916%
”		10		0.46168051708217916%
习近平		9		0.41551246537396125%
共同		9		0.41551246537396125%
中方		9		0.41551246537396125%
支持		9		0.41551246537396125%
不		9		0.41551246537396125%
要		9		0.41551246537396125%
20年		8		0.3693444136657433%
和平		8		0.3693444136657433%
伙伴		8		0.3693444136657433%
非		8		0.3693444136657433%
始终		8		0.3693444136657433%
命运		7		0.32317636195752536%
主席		7		0.32317636195752536%
不断		7		0.32317636195752536%
疫情		7		0.32317636195752536%
人民		7		0.32317636195752536%
重要		6		0.2770083102493075%
大		6		0.2770083102493075%
等		6		0.2770083102493075%
推动		6		0.2770083102493075%
团结		6		0.2770083102493075%
抗疫		6		0.2770083102493075%
向		6		0.2770083102493075%
将		6		0.2770083102493075%
国家		6		0.2770083102493075%
社会		6		0.2770083102493075%
交流		6		0.2770083102493075%
中		6		0.2770083102493075%
为		6		0.2770083102493075%
好		6		0.2770083102493075%
坚持		6		0.2770083102493075%
都		6		0.2770083102493075%
——		5		0.23084025854108958%
外交		5		0.23084025854108958%
友好		5		0.23084025854108958%
有		5		0.23084025854108958%
政治		5		0.23084025854108958%
战略		5		0.23084025854108958%
成为		5		0.23084025854108958%
经济		5		0.23084025854108958%
就		5		0.23084025854108958%
峰会		5		0.23084025854108958%
行动		5		0.23084025854108958%
利益		5		0.23084025854108958%
上		5		0.23084025854108958%
世界		5		0.23084025854108958%
能		5		0.23084025854108958%
更		5		0.23084025854108958%
成立		4		0.18467220683287164%
非方		4		0.18467220683287164%
共赢		4		0.18467220683287164%
务实		4		0.18467220683287164%
历史		4		0.18467220683287164%
引领		4		0.18467220683287164%
深化		4		0.18467220683287164%
全面		4		0.18467220683287164%
成果		4		0.18467220683287164%
构建		4		0.18467220683287164%
更加		4		0.18467220683287164%
共同体		4		0.18467220683287164%
多		4		0.18467220683287164%
双边		4		0.18467220683287164%
双方		4		0.18467220683287164%
相互		4		0.18467220683287164%
坚定		4		0.18467220683287164%
原则		4		0.18467220683287164%
发展中国家		4		0.18467220683287164%
也		4		0.18467220683287164%
最		4		0.18467220683287164%
提升		4		0.18467220683287164%
越		4		0.18467220683287164%
继续		4		0.18467220683287164%
再		3		0.13850415512465375%
这		3		0.13850415512465375%
一		3		0.13850415512465375%
与		3		0.13850415512465375%
时代		3		0.13850415512465375%
机制		3		0.13850415512465375%
阶段		3		0.13850415512465375%
下		3		0.13850415512465375%
投资		3		0.13850415512465375%
中心		3		0.13850415512465375%
铁路		3		0.13850415512465375%
项目		3		0.13850415512465375%
交往		3		0.13850415512465375%
取得		3		0.13850415512465375%
基础		3		0.13850415512465375%
大陆		3		0.13850415512465375%
北京		3		0.13850415512465375%
抗击		3		0.13850415512465375%
冠肺		3		0.13850415512465375%
同		3		0.13850415512465375%
从		3		0.13850415512465375%
势头		3		0.13850415512465375%
计划		3		0.13850415512465375%
阻挡		3		0.13850415512465375%
个		3		0.13850415512465375%
成功		3		0.13850415512465375%
给		3		0.13850415512465375%
带来		3		0.13850415512465375%
变化		3		0.13850415512465375%
提供		3		0.13850415512465375%
核心		3		0.13850415512465375%
深入		3		0.13850415512465375%
携手		3		0.13850415512465375%
多边主义		3		0.13850415512465375%
维护		3		0.13850415512465375%
以		3		0.13850415512465375%
项		3		0.13850415512465375%
把		3		0.13850415512465375%
于		3		0.13850415512465375%
发挥		3		0.13850415512465375%
之		3		0.13850415512465375%
全球		3		0.13850415512465375%
开放		3		0.13850415512465375%
事业		3		0.13850415512465375%
增强		3		0.13850415512465375%
建设		3		0.13850415512465375%
实现		3		0.13850415512465375%
与共		2		0.09233610341643582%
20		2		0.09233610341643582%
2020年		2		0.09233610341643582%
10月		2		0.09233610341643582%
兄弟		2		0.09233610341643582%
着		2		0.09233610341643582%
顺应		2		0.09233610341643582%
大家庭		2		0.09233610341643582%
自己		2		0.09233610341643582%
高层		2		0.09233610341643582%
日益		2		0.09233610341643582%
持续		2		0.09233610341643582%
新型		2		0.09233610341643582%
美元		2		0.09233610341643582%
2000年		2		0.09233610341643582%
增长		2		0.09233610341643582%
；		2		0.09233610341643582%
连续		2		0.09233610341643582%
第一		2		0.09233610341643582%
贸易		2		0.09233610341643582%
非盟		2		0.09233610341643582%
一大		2		0.09233610341643582%
批		2		0.09233610341643582%
安全		2		0.09233610341643582%
领域		2		0.09233610341643582%
重视		2		0.09233610341643582%
亲自		2		0.09233610341643582%
真实		2		0.09233610341643582%
亲诚		2		0.09233610341643582%
理念		2		0.09233610341643582%
正确		2		0.09233610341643582%
义利观		2		0.09233610341643582%
次		2		0.09233610341643582%
2018年		2		0.09233610341643582%
领导人		2		0.09233610341643582%
召开		2		0.09233610341643582%
两		2		0.09233610341643582%
炎		2		0.09233610341643582%
关键		2		0.09233610341643582%
特别		2		0.09233610341643582%
仅		2		0.09233610341643582%
活动		2		0.09233610341643582%
空前		2		0.09233610341643582%
加速		2		0.09233610341643582%
政府		2		0.09233610341643582%
转型		2		0.09233610341643582%
升级		2		0.09233610341643582%
实施		2		0.09233610341643582%
推向		2		0.09233610341643582%
共建		2		0.09233610341643582%
一带		2		0.09233610341643582%
一路		2		0.09233610341643582%
不可		2		0.09233610341643582%
44		2		0.09233610341643582%
互鉴		2		0.09233610341643582%
约		2		0.09233610341643582%
国		2		0.09233610341643582%
孔子		2		0.09233610341643582%
派遣		2		0.09233610341643582%
2		2		0.09233610341643582%
.		2		0.09233610341643582%
人次		2		0.09233610341643582%
友谊		2		0.09233610341643582%
埃博拉		2		0.09233610341643582%
涉及		2		0.09233610341643582%
彼此		2		0.09233610341643582%
重大		2		0.09233610341643582%
关切		2		0.09233610341643582%
问题		2		0.09233610341643582%
体系		2		0.09233610341643582%
共处		2		0.09233610341643582%
五		2		0.09233610341643582%
有力		2		0.09233610341643582%
考验		2		0.09233610341643582%
落实		2		0.09233610341643582%
思想		2		0.09233610341643582%
开拓		2		0.09233610341643582%
创新		2		0.09233610341643582%
作兴		2		0.09233610341643582%
倾听		2		0.09233610341643582%
正义		2		0.09233610341643582%
南南合作		2		0.09233610341643582%
根本		2		0.09233610341643582%
商量		2		0.09233610341643582%
这是		2		0.09233610341643582%
符合		2		0.09233610341643582%
道路		2		0.09233610341643582%
人		2		0.09233610341643582%
援助		2		0.09233610341643582%
任何		2		0.09233610341643582%
条件		2		0.09233610341643582%
作用		2		0.09233610341643582%
成员		2		0.09233610341643582%
处于		2		0.09233610341643582%
振兴		2		0.09233610341643582%
指出		2		0.09233610341643582%
强		2		0.09233610341643582%
注重		2		0.09233610341643582%
形势		2		0.09233610341643582%
朋友		2		0.09233610341643582%
守望		2		0.09233610341643582%
相助		2		0.09233610341643582%
患难之交		2		0.09233610341643582%
金融		2		0.09233610341643582%
不仅		2		0.09233610341643582%
加大		2		0.09233610341643582%
决心		2		0.09233610341643582%
包容		2		0.09233610341643582%
而		2		0.09233610341643582%
践行		2		0.09233610341643582%
应		2		0.09233610341643582%
秉持		2		0.09233610341643582%
做		2		0.09233610341643582%
能力		2		0.09233610341643582%
创造		2		0.09233610341643582%
参与		2		0.09233610341643582%
变局		2		0.09233610341643582%
演进		2		0.09233610341643582%
促进		2		0.09233610341643582%
力量		2		0.09233610341643582%
贡献		2		0.09233610341643582%
非要		2		0.09233610341643582%
打造		2		0.09233610341643582%
人类		2		0.09233610341643582%
方向		2		0.09233610341643582%
物资		2		0.09233610341643582%
国内		2		0.09233610341643582%
鼓励		2		0.09233610341643582%
企业		2		0.09233610341643582%
愿同		2		0.09233610341643582%
进程		2		0.09233610341643582%
融合		2		0.09233610341643582%
永不		2		0.09233610341643582%
二十		1		0.04616805170821791%
载		1		0.04616805170821791%
新时代		1		0.04616805170821791%
攀		1		0.04616805170821791%
高峰		1		0.04616805170821791%
纪念		1		0.04616805170821791%
周年		1		0.04616805170821791%
国务		1		0.04616805170821791%
委员		1		0.04616805170821791%
兼		1		0.04616805170821791%
部长		1		0.04616805170821791%
王毅		1		0.04616805170821791%
（		1		0.04616805170821791%
15日		1		0.04616805170821791%
）		1		0.04616805170821791%
12日		1		0.04616805170821791%
同论坛		1		0.04616805170821791%
现任		1		0.04616805170821791%
主席国		1		0.04616805170821791%
塞内加尔		1		0.04616805170821791%
总统		1		0.04616805170821791%
萨勒		1		0.04616805170821791%
共致		1		0.04616805170821791%
贺电		1		0.04616805170821791%
庆祝		1		0.04616805170821791%
事件		1		0.04616805170821791%
前		1		0.04616805170821791%
迎		1		0.04616805170821791%
新世纪		1		0.04616805170821791%
曙光		1		0.04616805170821791%
主题		1		0.04616805170821791%
高举		1		0.04616805170821791%
大旗		1		0.04616805170821791%
倡议		1		0.04616805170821791%
从此		1		0.04616805170821791%
属于		1		0.04616805170821791%
集体		1		0.04616805170821791%
对话		1		0.04616805170821791%
平台		1		0.04616805170821791%
迈入		1		0.04616805170821791%
风雨兼程		1		0.04616805170821791%
春华秋实		1		0.04616805170821791%
互动		1		0.04616805170821791%
频繁		1		0.04616805170821791%
互信		1		0.04616805170821791%
完成		1		0.04616805170821791%
三级跳		1		0.04616805170821791%
举世瞩目		1		0.04616805170821791%
2019年		1		0.04616805170821791%
直接		1		0.04616805170821791%
存量		1		0.04616805170821791%
491亿		1		0.04616805170821791%
较		1		0.04616805170821791%
近		1		0.04616805170821791%
百倍		1		0.04616805170821791%
贸易额		1		0.04616805170821791%
2087亿		1		0.04616805170821791%
倍		1		0.04616805170821791%
11		1		0.04616805170821791%
年		1		0.04616805170821791%
多年		1		0.04616805170821791%
贡献率		1		0.04616805170821791%
超过		1		0.04616805170821791%
20%		1		0.04616805170821791%
会议		1		0.04616805170821791%
亚吉		1		0.04616805170821791%
蒙内		1		0.04616805170821791%
旗舰		1		0.04616805170821791%
建成		1		0.04616805170821791%
使用		1		0.04616805170821791%
科教		1		0.04616805170821791%
文卫		1		0.04616805170821791%
民间		1		0.04616805170821791%
党		1		0.04616805170821791%
十八大		1		0.04616805170821791%
以来		1		0.04616805170821791%
高度		1		0.04616805170821791%
工作		1		0.04616805170821791%
提出		1		0.04616805170821791%
非政策		1		0.04616805170821791%
紧密		1		0.04616805170821791%
亲力亲为		1		0.04616805170821791%
开展		1		0.04616805170821791%
非元首		1		0.04616805170821791%
跑出		1		0.04616805170821791%
亮丽		1		0.04616805170821791%
加速度		1		0.04616805170821791%
牢固		1		0.04616805170821791%
2013年		1		0.04616805170821791%
就任		1		0.04616805170821791%
国家主席		1		0.04616805170821791%
后		1		0.04616805170821791%
首次		1		0.04616805170821791%
出访		1		0.04616805170821791%
选择		1		0.04616805170821791%
迄今		1		0.04616805170821791%
已		1		0.04616805170821791%
4		1		0.04616805170821791%
访非		1		0.04616805170821791%
足迹		1		0.04616805170821791%
遍布		1		0.04616805170821791%
东西南北中		1		0.04616805170821791%
2015年		1		0.04616805170821791%
先后		1		0.04616805170821791%
南非		1		0.04616805170821791%
约翰内斯堡		1		0.04616805170821791%
历史性		1		0.04616805170821791%
今年		1		0.04616805170821791%
6月		1		0.04616805170821791%
时刻		1		0.04616805170821791%
及时		1		0.04616805170821791%
频率		1		0.04616805170821791%
广度		1		0.04616805170821791%
规模		1		0.04616805170821791%
前所未有		1		0.04616805170821791%
期间		1		0.04616805170821791%
出席		1		0.04616805170821791%
8		1		0.04616805170821791%
天		1		0.04616805170821791%
多达		1		0.04616805170821791%
70余		1		0.04616805170821791%
场		1		0.04616805170821791%
冈比亚		1		0.04616805170821791%
圣多美和普林西比		1		0.04616805170821791%
布基纳法索		1		0.04616805170821791%
复交		1		0.04616805170821791%
壮大		1		0.04616805170821791%
硕果累累		1		0.04616805170821791%
经贸		1		0.04616805170821791%
呈现		1		0.04616805170821791%
主导		1		0.04616805170821791%
市场		1		0.04616805170821791%
运作		1		0.04616805170821791%
商品		1		0.04616805170821791%
产能		1		0.04616805170821791%
工程		1		0.04616805170821791%
承包		1		0.04616805170821791%
运营		1		0.04616805170821791%
迈进		1		0.04616805170821791%
良好		1		0.04616805170821791%
制订		1		0.04616805170821791%
十大		1		0.04616805170821791%
八大		1		0.04616805170821791%
新高		1		0.04616805170821791%
委员会		1		0.04616805170821791%
签署		1		0.04616805170821791%
文件		1		0.04616805170821791%
公路		1		0.04616805170821791%
机场		1		0.04616805170821791%
港口		1		0.04616805170821791%
电站		1		0.04616805170821791%
显著		1		0.04616805170821791%
人文		1		0.04616805170821791%
活跃		1		0.04616805170821791%
青年		1		0.04616805170821791%
联欢		1		0.04616805170821791%
智库		1		0.04616805170821791%
联合		1		0.04616805170821791%
研究		1		0.04616805170821791%
减贫		1		0.04616805170821791%
高端		1		0.04616805170821791%
对话会		1		0.04616805170821791%
新闻		1		0.04616805170821791%
举行		1		0.04616805170821791%
研究院		1		0.04616805170821791%
正式		1		0.04616805170821791%
各		1		0.04616805170821791%
丰富多彩		1		0.04616805170821791%
累计		1		0.04616805170821791%
12万		1		0.04616805170821791%
奖学金		1		0.04616805170821791%
名额		1		0.04616805170821791%
46		1		0.04616805170821791%
合建		1		0.04616805170821791%
61		1		0.04616805170821791%
所		1		0.04616805170821791%
学院		1		0.04616805170821791%
家		1		0.04616805170821791%
课堂		1		0.04616805170821791%
48		1		0.04616805170821791%
医疗队		1		0.04616805170821791%
队员		1		0.04616805170821791%
1万		1		0.04616805170821791%
诊治		1		0.04616805170821791%
患者		1		0.04616805170821791%
2亿		1		0.04616805170821791%
建立		1		0.04616805170821791%
150		1		0.04616805170821791%
城市		1		0.04616805170821791%
民意		1		0.04616805170821791%
巩固		1		0.04616805170821791%
愈加		1		0.04616805170821791%
新冠		1		0.04616805170821791%
肺炎		1		0.04616805170821791%
并肩		1		0.04616805170821791%
战斗		1		0.04616805170821791%
捍卫		1		0.04616805170821791%
反对		1		0.04616805170821791%
单边主义		1		0.04616805170821791%
保护主义		1		0.04616805170821791%
联合国		1		0.04616805170821791%
秩序		1		0.04616805170821791%
基本		1		0.04616805170821791%
准则		1		0.04616805170821791%
整体		1		0.04616805170821791%
栉风沐雨		1		0.04616805170821791%
大浪淘沙		1		0.04616805170821791%
历经		1		0.04616805170821791%
风云		1		0.04616805170821791%
载入		1		0.04616805170821791%
史册		1		0.04616805170821791%
丰硕		1		0.04616805170821791%
贯彻		1		0.04616805170821791%
锐意		1		0.04616805170821791%
进取		1		0.04616805170821791%
生动		1		0.04616805170821791%
缩影		1		0.04616805170821791%
进一步		1		0.04616805170821791%
启示		1		0.04616805170821791%
共商		1		0.04616805170821791%
集中		1		0.04616805170821791%
非合		1		0.04616805170821791%
则		1		0.04616805170821791%
南		1		0.04616805170821791%
南合		1		0.04616805170821791%
26亿		1		0.04616805170821791%
声音		1		0.04616805170821791%
被		1		0.04616805170821791%
尊重		1		0.04616805170821791%
才		1		0.04616805170821791%
真正		1		0.04616805170821791%
公平		1		0.04616805170821791%
牢牢		1		0.04616805170821791%
把握		1		0.04616805170821791%
一中		1		0.04616805170821791%
定位		1		0.04616805170821791%
本着		1		0.04616805170821791%
精神		1		0.04616805170821791%
不是		1		0.04616805170821791%
1		1		0.04616805170821791%
54		1		0.04616805170821791%
而是		1		0.04616805170821791%
54加1		1		0.04616805170821791%
遇事		1		0.04616805170821791%
事好		1		0.04616805170821791%
做事		1		0.04616805170821791%
干涉		1		0.04616805170821791%
探索		1		0.04616805170821791%
国情		1		0.04616805170821791%
意志		1		0.04616805170821791%
强加		1		0.04616805170821791%
附加		1		0.04616805170821791%
投融		1		0.04616805170821791%
资中		1		0.04616805170821791%
谋取		1		0.04616805170821791%
私利		1		0.04616805170821791%
既		1		0.04616805170821791%
顶层		1		0.04616805170821791%
设计		1		0.04616805170821791%
力筑		1		0.04616805170821791%
牢同		1		0.04616805170821791%
每个		1		0.04616805170821791%
让		1		0.04616805170821791%
轮子		1		0.04616805170821791%
一起		1		0.04616805170821791%
转		1		0.04616805170821791%
构筑		1		0.04616805170821791%
起		1		0.04616805170821791%
结合		1		0.04616805170821791%
强大		1		0.04616805170821791%
网络		1		0.04616805170821791%
影响		1		0.04616805170821791%
一面		1		0.04616805170821791%
旗帜		1		0.04616805170821791%
聚焦		1		0.04616805170821791%
过上		1		0.04616805170821791%
美好		1		0.04616805170821791%
生活		1		0.04616805170821791%
权利		1		0.04616805170821791%
步伐		1		0.04616805170821791%
谋		1		0.04616805170821791%
促		1		0.04616805170821791%
作为		1		0.04616805170821791%
要务		1		0.04616805170821791%
充分		1		0.04616805170821791%
互补性		1		0.04616805170821791%
梯次		1		0.04616805170821791%
衔接		1		0.04616805170821791%
独特		1		0.04616805170821791%
优势		1		0.04616805170821791%
对接		1		0.04616805170821791%
走出		1		0.04616805170821791%
条		1		0.04616805170821791%
特色		1		0.04616805170821791%
鲜明		1		0.04616805170821791%
路		1		0.04616805170821791%
务求		1		0.04616805170821791%
高效		1		0.04616805170821791%
每		1		0.04616805170821791%
隔		1		0.04616805170821791%
三年		1		0.04616805170821791%
出台		1		0.04616805170821791%
一揽子		1		0.04616805170821791%
