单词		词频		占比
，		441		7.062780269058296%
的		281		4.500320307495195%

		252		4.0358744394618835%
。		228		3.6515054452274183%
和		82		1.313260730301089%
中国		69		1.105060858424087%
中		66		1.057014734144779%
是		64		1.0249839846252402%
“		58		0.9288917360666239%
”		58		0.9288917360666239%
我们		57		0.9128763613068546%
合作		56		0.8968609865470852%
在		55		0.8808456117873158%
将		48		0.7687379884689303%
：		47		0.7527226137091608%
、		47		0.7527226137091608%
关系		47		0.7527226137091608%
两		46		0.7367072389493914%
了		45		0.7206918641896221%
发展		42		0.672645739910314%
国家		37		0.592568866111467%
国		36		0.5765534913516976%
国际		35		0.5605381165919282%
为		35		0.5605381165919282%
一		33		0.5285073670723895%
也		33		0.5285073670723895%
与		28		0.4484304932735426%
？		28		0.4484304932735426%
共同		27		0.43241511851377323%
新		26		0.4163997437540038%
外交		25		0.40038436899423446%
中方		25		0.40038436899423446%
维护		24		0.38436899423446513%
不		23		0.3683536194746957%
王毅		22		0.3523382447149263%
记者		22		0.3523382447149263%
美		22		0.3523382447149263%
都		22		0.3523382447149263%
世界		21		0.336322869955157%
有		21		0.336322869955157%
和平		20		0.3203074951953876%
双方		20		0.3203074951953876%
一带		20		0.3203074951953876%
一路		20		0.3203074951953876%
更		19		0.30429212043561815%
会		19		0.30429212043561815%
上		18		0.2882767456758488%
对		18		0.2882767456758488%
年		17		0.27226137091607944%
下		17		0.27226137091607944%
今年		17		0.27226137091607944%
这		17		0.27226137091607944%
以		17		0.27226137091607944%
人民		16		0.25624599615631005%
大		16		0.25624599615631005%
重要		15		0.2402306213965407%
稳定		15		0.2402306213965407%
解决		14		0.2242152466367713%
问题		14		0.2242152466367713%
坚持		14		0.2242152466367713%
各方		14		0.2242152466367713%
多		13		0.2081998718770019%
半岛		13		0.2081998718770019%
同		12		0.19218449711723257%
您		12		0.19218449711723257%
领导人		12		0.19218449711723257%
进程		12		0.19218449711723257%
支持		12		0.19218449711723257%
一个		12		0.19218449711723257%
中非		12		0.19218449711723257%
政治		11		0.17616912235746315%
就		11		0.17616912235746315%
继续		11		0.17616912235746315%
应		11		0.17616912235746315%
论坛		11		0.17616912235746315%
如何		11		0.17616912235746315%
俄		11		0.17616912235746315%
地区		11		0.17616912235746315%
阿富汗		11		0.17616912235746315%
70		10		0.1601537475976938%
最		10		0.1601537475976938%
习近平		10		0.1601537475976938%
服务		10		0.1601537475976938%
实现		10		0.1601537475976938%
朝		10		0.1601537475976938%
共建		10		0.1601537475976938%
非洲		10		0.1601537475976938%
印		10		0.1601537475976938%
好		9		0.1441383728379244%
要		9		0.1441383728379244%
周年		9		0.1441383728379244%
；		9		0.1441383728379244%
历史		9		0.1441383728379244%
互利		9		0.1441383728379244%
局势		9		0.1441383728379244%
个		9		0.1441383728379244%
推动		9		0.1441383728379244%
多边主义		9		0.1441383728379244%
坚定		9		0.1441383728379244%
但		9		0.1441383728379244%
南海		9		0.1441383728379244%
大家		8		0.12812299807815503%
保持		8		0.12812299807815503%
取得		8		0.12812299807815503%
认为		8		0.12812299807815503%
作出		8		0.12812299807815503%
次		8		0.12812299807815503%
积极		8		0.12812299807815503%
社会		8		0.12812299807815503%
始终		8		0.12812299807815503%
已经		8		0.12812299807815503%
主席		8		0.12812299807815503%
等		8		0.12812299807815503%
未来		8		0.12812299807815503%
共识		8		0.12812299807815503%
各国		8		0.12812299807815503%
成为		8		0.12812299807815503%
