单词		词频		占比
，		713		6.927037792674633%

		491		4.770232196638492%
。		485		4.71194015350238%
、		218		2.1179442339454%
和		191		1.8556300398328962%
发展		149		1.4475857378801127%
的		136		1.3212863110852036%
建设		84		0.8160886039055669%
经济		65		0.6314971339745459%
推进		62		0.6023511124064899%
加强		53		0.5149130477023219%
“		51		0.4954823666569514%
”		51		0.4954823666569514%
社会		49		0.4760516856115807%
企业		49		0.4760516856115807%
等		46		0.4469056640435247%
改革		46		0.4469056640435247%
在		45		0.4371903235208394%
更		45		0.4371903235208394%
创新		44		0.42747498299815406%
新		43		0.41775964247546876%
实施		43		0.41775964247546876%
服务		43		0.41775964247546876%
市场		42		0.40804430195278346%
政策		41		0.3983289614300981%
完善		41		0.3983289614300981%
体系		41		0.3983289614300981%
支持		38		0.36918293986204215%
推动		38		0.36918293986204215%
促进		37		0.35946759933935685%
为		35		0.3400369182939862%
要		35		0.3400369182939862%
全面		34		0.3303215777713009%
坚持		34		0.3303215777713009%
机制		33		0.3206062372486156%
保障		32		0.31089089672593023%
国家		32		0.31089089672593023%
工作		30		0.2914602156805596%
就业		30		0.2914602156805596%
加快		30		0.2914602156805596%
提高		30		0.2914602156805596%
中国		29		0.2817448751578743%
不		28		0.272029534635189%
以		28		0.272029534635189%
稳定		28		0.272029534635189%
安全		27		0.2623141941125036%
扩大		27		0.2623141941125036%
提升		27		0.2623141941125036%
质量		26		0.2525988535898183%
人民		25		0.242883513067133%
主体		25		0.242883513067133%
保持		25		0.242883513067133%
对		25		0.242883513067133%
基本		25		0.242883513067133%
能力		25		0.242883513067133%
好		24		0.2331681725444477%
健全		24		0.2331681725444477%
是		24		0.2331681725444477%
基础		24		0.2331681725444477%
继续		24		0.2331681725444477%
重大		23		0.22345283202176236%
战略		23		0.22345283202176236%
持续		23		0.22345283202176236%
制度		23		0.22345283202176236%
科技		23		0.22345283202176236%
教育		23		0.22345283202176236%
高		23		0.22345283202176236%
增长		22		0.21373749149907703%
生产		22		0.21373749149907703%
水平		22		0.21373749149907703%
深化		22		0.21373749149907703%
产业		21		0.20402215097639173%
一		20		0.1943068104537064%
目标		20		0.1943068104537064%
优化		20		0.1943068104537064%
保护		19		0.18459146993102107%
强化		19		0.18459146993102107%
政府		18		0.17487612940833577%
上		18		0.17487612940833577%
年		18		0.17487612940833577%
实现		18		0.17487612940833577%
加大		18		0.17487612940833577%
力度		18		0.17487612940833577%
金融		18		0.17487612940833577%
大		18		0.17487612940833577%
深入		18		0.17487612940833577%
区域		18		0.17487612940833577%
落实		17		0.16516078888565044%
农村		17		0.16516078888565044%
环境		17		0.16516078888565044%
疫情		16		0.15544544836296512%
防控		16		0.15544544836296512%
成果		16		0.15544544836296512%
开放		16		0.15544544836296512%
社会主义		16		0.15544544836296512%
我们		16		0.15544544836296512%
了		16		0.15544544836296512%
生活		16		0.15544544836296512%
合理		16		0.15544544836296512%
消费		16		0.15544544836296512%
生态		16		0.15544544836296512%
工程		16		0.15544544836296512%
行动		16		0.15544544836296512%
国际		16		0.15544544836296512%
公共		16		0.15544544836296512%
文化		16		0.15544544836296512%
多		16		0.15544544836296512%
取得		15		0.1457301078402798%
地区		15		0.1457301078402798%
与		15		0.1457301078402798%
降低		15		0.1457301078402798%
开展		15		0.1457301078402798%
领域		15		0.1457301078402798%
投资		15		0.1457301078402798%
监管		15		0.1457301078402798%
任务		14		0.1360147673175945%
现代化		14		0.1360147673175945%
健康		14		0.1360147673175945%
元		14		0.1360147673175945%
国内		14		0.1360147673175945%
保险		14		0.1360147673175945%
人口		14		0.1360147673175945%
治理		14		0.1360147673175945%
有		14		0.1360147673175945%
核心		13		0.12629942679490916%
脱贫		13		0.12629942679490916%
各		13		0.12629942679490916%
增加		13		0.12629942679490916%
做好		13		0.12629942679490916%
城镇		13		0.12629942679490916%
农业		13		0.12629942679490916%
卫生		13		0.12629942679490916%
精神		13		0.12629942679490916%
构建		13		0.12629942679490916%
全国		12		0.11658408627222384%
